calibration_index,source_index,premise,hypothesis,gold_label,original_nli_predicted_label,original_nli_gold_probability,original_entailment_probability,original_neutral_probability,original_contradiction_probability,original_matches_gold,verifier_model_revision
177,114570,A man in a green parks looks over his shoulder at a policeman who is helping an injured bicyclist lying in the street.,man looks at policeman,0,entailment,0.9921407103538513,0.9921407103538513,0.006151300854980946,0.0017079744720831513,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
178,115153,A woman in dark sunglasses checks her mobile phone while two woman walk the city crosswalk.,A girl drops her phone in a stream in the country side.,2,contradiction,0.9995136260986328,4.830032048630528e-05,0.0004380816244520247,0.9995136260986328,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
179,117040,A group of ladies with computers sit behind a table while people on the other side purchase something.,People are purchasing necessary items.,1,neutral,0.9944433569908142,0.0046151382848620415,0.9944433569908142,0.0009414961677975953,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
180,117167,An old man in front of an Iron Man truck.,The man is working on the engine of the Iron Man truck.,1,neutral,0.9954442977905273,0.0004116144555155188,0.9954442977905273,0.004144094418734312,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
181,117651,A dog taking a poop in the street.,A dog is pooping.,0,entailment,0.9940306544303894,0.9940306544303894,0.005019506439566612,0.0009497732971794903,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
182,118176,A young girl in a red shirt hitting a tennis ball with a pink racket,The girl is winning the tennis match.,1,neutral,0.9991245865821838,0.0004349362861830741,0.9991245865821838,0.00044042887748219073,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
183,118210,"A group of African boys of different ages tending to their cattle, with bushes in the background and small wagon in the center of the picture.",The boys are slopping the hogs.,2,contradiction,0.995461642742157,0.0002992216031998396,0.004239083733409643,0.995461642742157,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
184,118275,A group of people digging a large hole.,A bulldozer digging a hole.,2,contradiction,0.9990719556808472,0.00011008713772753254,0.0008179721771739423,0.9990719556808472,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
185,119934,A man is bending down repairing a house.,The man is near the house.,0,entailment,0.8969429731369019,0.8969429731369019,0.09565317630767822,0.007403799332678318,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
186,121762,A dog walking through the water at the ocean.,A cat walking through the water at the ocean.,2,contradiction,0.9989398121833801,0.0001659445697441697,0.0008942042477428913,0.9989398121833801,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
187,123524,Factory workers standing in uniform next to their product.,The factory workers are sitting.,2,contradiction,0.999640703201294,0.00011109888146165758,0.0002481989795342088,0.999640703201294,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
188,123536,The black and white dog is running on the grass.,The black and white dog is running.,0,entailment,0.9976263642311096,0.9976263642311096,0.0019584959372878075,0.0004151764733251184,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
189,124930,A woman standing in front of a building as others go about their day.,I women waiting on friends outside a building.,1,neutral,0.9968034029006958,0.0013082859804853797,0.9968034029006958,0.0018882640870288014,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
190,125168,"Two cyclists competing in road race, one in front of the other.",Two people are racing.,0,entailment,0.9974320530891418,0.9974320530891418,0.0019837627187371254,0.0005841227248311043,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
191,125334,"A woman wearing a sparkly blue costume, leaps into the air while swirling a green ribbon in her left hand.",The woman is in a play.,1,neutral,0.9970946311950684,0.0024072686210274696,0.9970946311950684,0.0004981110105291009,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
192,126619,Five men wearing black shorts are leaving the starting blocks in a track competition with few spectators.,Five men are racing.,0,entailment,0.9909670948982239,0.9909670948982239,0.007625948637723923,0.001406923751346767,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
193,126867,A woman in a brown coat is reading a book.,A woman reading the first published copy of her new book.,1,neutral,0.9978771209716797,0.000752256833948195,0.9978771209716797,0.0013706469908356667,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
194,129375,"A woman holding a microphone wearing a brown jacket, in front of a sign which says ""comedians you should know.""",A woman is advertising for a sign promoting comedians.,1,entailment,0.3181914985179901,0.673994779586792,0.3181914985179901,0.007813697680830956,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
195,129526,People walking past a fashion shops.,People are eating in a restaurant,2,contradiction,0.9995163679122925,5.785208486486226e-05,0.00042583642061799765,0.9995163679122925,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
196,129767,A young long-haired girl is out skipping on the sidewalk on a sunny day.,The boy is rolling a can down the street in the rain.,2,contradiction,0.9996949434280396,4.6414195821853355e-05,0.00025869719684123993,0.9996949434280396,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
197,130156,A person is suspended by wires and poles against a blue sky.,There is a highwire act that is too high and it suspended between two buildings.,1,contradiction,0.2507120966911316,0.0021042325533926487,0.2507120966911316,0.7471836805343628,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
198,132011,"A woman and a man sit on a stone bench, with tall buildings behind them.",Two people sitting on a bench.,0,entailment,0.9983224272727966,0.9983224272727966,0.0012931515229865909,0.00038434084854088724,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
199,133213,"A shirtless man, wearing sunglasses and yellow shorts is making a heart sign towards the camera.",Grocery stores are busy with shoppers hoping to win a free turkey.,2,neutral,0.025369610637426376,0.031114978715777397,0.943515419960022,0.025369610637426376,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
200,134525,People on the sideline of a soccer match.,People are watching a college basketball game.,2,contradiction,0.9990488886833191,7.87769167800434e-05,0.0008723100181668997,0.9990488886833191,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
201,134613,"A redheaded woman with a scarf in her hair, wearing a white sweater with black bows on it.",The woman is out Christmas Carolling in the winter time.,1,neutral,0.9939762353897095,0.003829153021797538,0.9939762353897095,0.0021945766638964415,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
202,135071,"A man wearing a belt, a tan jacket and brown shoes is walking next to a woman with a brown purse, a black outfit, and sunglasses on a sidewalk.",People are walking outdoors.,0,entailment,0.996249258518219,0.996249258518219,0.0033591792453080416,0.0003915862471330911,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
203,135294,A father and his son and daughter play by the waters edge.,A father is spending his saturday with his kids,1,neutral,0.9925383925437927,0.006382923573255539,0.9925383925437927,0.0010787529172375798,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
204,136271,People riding motorbikes down the street.,People are rowing a boat on a river,2,contradiction,0.999618649482727,7.32836197130382e-05,0.00030809626332484186,0.999618649482727,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
205,136456,A painter is standing on smaller silver ladder and there is another silver ladder close by.,A man is standing on a ladder painting.,0,neutral,0.1827947050333023,0.1827947050333023,0.7276893854141235,0.08951591700315475,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
206,137962,The rugby players play on a field.,A group of rugby players practices outside.,1,entailment,0.10230439156293869,0.8960449695587158,0.10230439156293869,0.0016506906831637025,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
207,138010,A lady wearing a bonnet is sitting down with her hands on her lap.,A man is standing in a field.,2,contradiction,0.9993240833282471,4.5617671275977045e-05,0.0006303029949776828,0.9993240833282471,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
208,138280,Person in a red hat walking on a sidewalk on a snowy day.,The lady wore a red hat while she walked on the snowy sidewalk.,0,entailment,0.9822002649307251,0.9822002649307251,0.01730918325483799,0.0004905465757474303,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
209,138332,Two young boys wearing collared shirts and baseball caps have their blue-tinted tongues stuck out.,A couple of young baseball players at a park.,1,neutral,0.9789368510246277,0.019111501052975655,0.9789368510246277,0.0019516386091709137,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
210,138618,A person riding transit (catching?) a paper bag.,A person with a paper bag.,1,entailment,0.02366020157933235,0.9710869193077087,0.02366020157933235,0.005252887960523367,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
211,138993,A group of girls in leotards.,Some women in jumpsuits.,2,contradiction,0.9970999956130981,0.0008865552954375744,0.002013487508520484,0.9970999956130981,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
212,141282,"A view of large field ringed by trees, with a large group of people milling about on the field.",They are waiting for a picnic to start.,1,neutral,0.9989770650863647,0.0003617205948103219,0.9989770650863647,0.0006612992729060352,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
213,141386,A sari-garbed woman is smiling at the camera.,The woman is yelling at the photographer.,2,contradiction,0.9993948936462402,0.00011115061352029443,0.0004940057406201959,0.9993948936462402,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
214,141712,A man is asleep on the ground near two bank machines.,A man is asleep on the ground to take rest.,1,neutral,0.9942763447761536,0.004654265474528074,0.9942763447761536,0.0010693147778511047,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
215,141719,"A boy watches his classmates play in a courtyard, looking from above.",A boy watches his classmates play.,0,entailment,0.9976316690444946,0.9976316690444946,0.0018133912235498428,0.0005549265188165009,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
216,142281,Men wearing black and white striped shirts and red scarves carry a shrine on their shoulders.,Men are carrying a shrine on their shoulders.,0,entailment,0.9963710308074951,0.9963710308074951,0.0030386466532945633,0.0005902652628719807,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
217,143023,"A group of women in pink dresses, walking across a street.",A group of women are walking to a wedding they're attending.,1,neutral,0.9986427426338196,0.00037157899350859225,0.9986427426338196,0.0009857217082753778,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
218,143539,A baby with its eyes closed is holding a wooden toy and biting it.,The child is chewing its toys.,0,entailment,0.9880231618881226,0.9880231618881226,0.0106967743486166,0.0012800267431885004,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
219,145395,Old woman with lots of ornate clothing and jewelry.,A grandmother is have a garage sale getting rid of her Clothing and jewelry since she has too many,1,neutral,0.9980498552322388,0.0013951469445601106,0.9980498552322388,0.0005550066707655787,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
220,145658,A group of school children looking at a group on men wearing white shirts,A group of kids are together.,0,entailment,0.9890698194503784,0.9890698194503784,0.009931032545864582,0.0009991469560191035,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
221,146160,Several people walk by a rickshaw containing a sleeping cat.,People walking as a group in a tour,1,neutral,0.8836509585380554,0.10993920266628265,0.8836509585380554,0.00640989700332284,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
222,146990,"A cyclist in a red, yellow and black uniform, including a helmet is performing a trick on his bike.",A cyclist is preforming a bike trick.,0,entailment,0.4105112552642822,0.4105112552642822,0.2466856986284256,0.342803031206131,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
223,147325,Three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball.,Three girls are on their way to the park to shoot some hoops.,1,neutral,0.9981417655944824,0.0012508385116234422,0.9981417655944824,0.0006074433331377804,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
224,148216,Man trying to guide a kit in the desert.,A man is trying to guide a kit in the desert,0,entailment,0.9962587356567383,0.9962587356567383,0.003382887225598097,0.00035847665276378393,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
225,148356,A man in a red shirt is interacting with a woman holding a shopping bag.,A red-haired rides a go-cart.,2,contradiction,0.9984992742538452,0.00011953673674724996,0.0013812409015372396,0.9984992742538452,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
226,150141,The woman in glasses is smiling with the ocean in the background,The woman is mad that her glasses are broken.,2,contradiction,0.9988874793052673,7.415034633595496e-05,0.0010383576154708862,0.9988874793052673,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
227,150619,A person in a yellow coat is carrying a bag of three oranges.,A man  in a yellow coat is carrying a bag of three oranges.,1,neutral,0.9591143727302551,0.03766784444451332,0.9591143727302551,0.003217751160264015,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
228,150697,a woman holding a small ball chasing after a small boy.,The woman is sleeping in bed.,2,contradiction,0.9997050166130066,6.623526132898405e-05,0.00022868615633342415,0.9997050166130066,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
229,151152,Several men sit with their green nets in fishing boats.,The men are standing in the boats.,2,contradiction,0.9992468357086182,0.00024407682940363884,0.0005090603372082114,0.9992468357086182,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
230,151395,Eight people are on an escalator going up or down.,Group of people taking an escalator.,0,entailment,0.9976045489311218,0.9976045489311218,0.002118839183822274,0.00027660169871523976,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
231,155127,A skateboarder riding up to a slope.,There is someone on the skateboard.,0,entailment,0.9953990578651428,0.9953990578651428,0.003974641673266888,0.000626243301667273,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
232,158708,An elderly man in a leather jacket with a scarf is holding up a sign.,A man is holding up a sign.,0,entailment,0.9985030889511108,0.9985030889511108,0.0011650898959487677,0.0003318780509289354,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
233,159279,playing the guitar in front of the color purple.,some instruments can only be played with particular colours,2,neutral,0.003936246037483215,0.15041960775852203,0.8456441164016724,0.003936246037483215,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
234,159758,A man in a white shirt black tie looks out of the elevator shaft of a parking garage.,A woman cries of happiness.,2,contradiction,0.9987940788269043,3.5319440939929336e-05,0.0011705528013408184,0.9987940788269043,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
235,160952,Hikers walking up red clay path.,Hikers follow a path to get to a waterfall.,1,neutral,0.9956961870193481,0.0015072254464030266,0.9956961870193481,0.002796600107103586,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
236,161674,A male is leaping above white water.,A male leaps.,0,entailment,0.9958277344703674,0.9958277344703674,0.003224804997444153,0.0009474726975895464,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
237,163028,A smiling young girl in braids is playing ball.,A child kicking a ball while playing.,1,neutral,0.9936975836753845,0.005136554129421711,0.9936975836753845,0.0011659160954877734,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
238,163640,Old man is fixing overturned bike.,Man is fixing a bike.,0,entailment,0.9966333508491516,0.9966333508491516,0.002703208476305008,0.0006634562159888446,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
239,164057,A man holding a sign and a man playing a guitar are speaking in front of a crowd.,A woman holding a sign is begging for money near her husband pretending to be a guitar player.,2,contradiction,0.9996358156204224,4.69541919301264e-05,0.00031726996530778706,0.9996358156204224,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
240,164421,An older man with white hair and beard reading a map as he's walking through an unfamiliar city.,The man is sitting on a park bench.,2,contradiction,0.998278021812439,6.547290831804276e-05,0.0016564741963520646,0.998278021812439,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
241,165214,Two women making decorations on a wall.,Two women are sleeping.,2,contradiction,0.999692440032959,7.483245281036943e-05,0.00023279880406334996,0.999692440032959,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
242,166345,A young girl is drawing with an orange crayon.,watched by a group,1,neutral,0.9992368221282959,0.0005440128734335303,0.9992368221282959,0.00021915898832958192,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
243,167082,"Four women, two with id badges.",Two women have badges.,0,entailment,0.9906911253929138,0.9906911253929138,0.0065078758634626865,0.0028009891975671053,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
244,167459,A construction worker assembles a scaffold.,The scaffold was assembled by the worker.,0,entailment,0.994358241558075,0.994358241558075,0.004931136034429073,0.0007106858538463712,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
245,167720,an asian girl looking surprised in front of a brick window,There is an arabian man looking surprised.,2,contradiction,0.9985164999961853,6.012811718392186e-05,0.0014233546098694205,0.9985164999961853,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
246,168963,A man is on a casual bike ride during the day into town.,A woman is wearing roller skates near the beach.,2,contradiction,0.9943495392799377,6.5845568315126e-05,0.005584655795246363,0.9943495392799377,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
247,169049,Man and baby posing in front of an engine of an old train.,The baby is driving the train.,2,contradiction,0.9204383492469788,0.0005750221316702664,0.07898661494255066,0.9204383492469788,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
248,169137,Two people riding a bike are riding towards a stop sign.,A couple ride a bike together.,1,entailment,0.04006044194102287,0.9590968489646912,0.04006044194102287,0.0008427443681284785,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
249,169167,Skater does a trick on a rail.,The skater is performing for a cameraman.,1,neutral,0.9992984533309937,0.0004712075460702181,0.9992984533309937,0.00023026083363220096,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
250,169975,A street vendor is sitting on the ground in front of the shirts he is selling.,The street vendor looks tired.,1,neutral,0.9970142841339111,0.00278079672716558,0.9970142841339111,0.0002048905153060332,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
251,170191,A game of dominoes is being played.,Two men are playing a card game.,2,contradiction,0.6918863654136658,0.000808663317002356,0.3073049485683441,0.6918863654136658,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
252,170297,Two Latin dancers dancing with Mariachi band playing in the background with a crowd watching.,The dancers are performing for the crowd.,0,entailment,0.8614192008972168,0.8614192008972168,0.13628233969211578,0.0022985266987234354,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
253,171597,"A small South American child running on a cobblestone pathway, by a blue wall with a door.",A small girl runs along a pathway towards a house.,1,neutral,0.9969927072525024,0.001156371203251183,0.9969927072525024,0.001850820379331708,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
254,172675,a sparsely-populated arcade with many brightly lit games and a few people sprinkled around.,The arcade is closed.,2,contradiction,0.9987307190895081,0.00012309668818488717,0.0011461225803941488,0.9987307190895081,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
255,172947,Three young boys on a beach in swimsuits- two standing facing the water and one sitting on a rock- are in a rocky area with yellow wildflowers in the foreground while in the background many people recreate on a sandy shore.,Three boys play nintendo.,2,neutral,0.22028616070747375,0.000817467865999788,0.7788963913917542,0.22028616070747375,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
256,173016,A man bending over holding a tennis ball and playing with his dog.,The man and his dog are playing basketball at the gym.,2,contradiction,0.9907602071762085,0.0002088879409711808,0.009030945599079132,0.9907602071762085,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
257,173774,"In China, workers in the field carry out their tasks as the sun sets.",Workers in China carry out tasks as the sun sets.,0,entailment,0.9941110014915466,0.9941110014915466,0.004960574209690094,0.0009284159750677645,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
258,175645,Kids jump their bikes off of dirt ramps near a waterfront.,Humans jumping,0,entailment,0.8402102589607239,0.8402102589607239,0.10156429558992386,0.058225445449352264,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
259,176277,people in white shirts and backpacks looking around one of them holding a small camera.,Some people are dressed in formal wear at the museum.,2,neutral,0.07760533690452576,0.0017187027260661125,0.9206759333610535,0.07760533690452576,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
260,176740,"Five children are sitting and standing in front of an open green tent, holding food with a trashcan and table that had food on it behind them.",Five kids are standing in front of a tent.,0,entailment,0.9948134422302246,0.9948134422302246,0.0027120846789330244,0.0024745063856244087,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
261,176956,A woman in a magazine stand.,The magazine stand has a wide variety of material.,1,neutral,0.9977352619171143,0.0016240272670984268,0.9977352619171143,0.0006406882312148809,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
262,177271,"A young lady in a colorful dress, holds a white stuffed animal stands in the rain hold a plaid umbrella.",A lady wearing a colorful dress holds a plaid umbrella and a white stuffed animal in the rain.,0,entailment,0.9871655702590942,0.9871655702590942,0.011600622907280922,0.0012338393134996295,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
263,177566,A little boy with a green shirt is running on a rock ledge.,A child is running.,0,entailment,0.9970114231109619,0.9970114231109619,0.0026120326947420835,0.00037647163844667375,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
264,177718,Three women are rollerskating in full roller derby attire.,Three women are rollerskating,0,entailment,0.9934461712837219,0.9934461712837219,0.0058643571101129055,0.0006894816760905087,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
265,178067,A man with a red hat looking at something in a glass counter and starfish on top in a metal container.,A man is looking at an object.,0,entailment,0.9927378296852112,0.9927378296852112,0.006161980330944061,0.001100068911910057,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
266,178078,Young African people drum in the streets.,Asian girls dancing in the streets.,2,contradiction,0.999232292175293,3.921264215023257e-05,0.0007284753955900669,0.999232292175293,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
267,180986,Two white dogs play together on a slightly snowy patch of green grass.,dog chasing man on snow,2,contradiction,0.9983012676239014,0.00010915908205788583,0.0015895826509222388,0.9983012676239014,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
268,182297,A man is snowboarding over a structure on a snowy hill.,The snowboard has stripes.,1,neutral,0.999229907989502,0.00020535680232569575,0.999229907989502,0.0005647899815812707,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
269,182307,"The child in white is on the monkey bars, while the one in brown stands below.",Kids walking home.,2,contradiction,0.9987543821334839,0.0001491596340201795,0.001096452702768147,0.9987543821334839,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
270,182879,A girl with a purple shirt with a heart on it is making an electrical switch.,A student is working in her technology education class.,1,neutral,0.9945294260978699,0.004850893281400204,0.9945294260978699,0.0006197314360179007,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
271,183621,two women walk down some stairs with intricate designs on the railings,The railings had designs.,0,entailment,0.9866809844970703,0.9866809844970703,0.012084577232599258,0.001234467956237495,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
272,184494,An oriental woman in a white gabardine and dressy shoes standing outside waiting for a ride.,The woman is a bride on her way to a church.,1,neutral,0.9992088675498962,0.00025286286836490035,0.9992088675498962,0.0005382726667448878,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
273,184671,A person in a yellow safety vest kneeling in the street.,A plane is taking off on a stormy day.,2,contradiction,0.9985999464988708,9.11362367332913e-05,0.0013089675921946764,0.9985999464988708,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
274,184879,A young girl expanding the time of childhood through colorful play.,The girl is painting with all the colours of the rainbow.,1,neutral,0.903498113155365,0.0017396373441442847,0.903498113155365,0.0947621613740921,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
275,185263,A man and two young girls in a forest.,A man and his two daughters eat ice cream indoors.,2,contradiction,0.999330997467041,8.518694085069001e-05,0.0005838720826432109,0.999330997467041,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
276,188183,group of people by the ocean holding a net,A group of people are near the ocean.,0,entailment,0.9974859952926636,0.9974859952926636,0.0022969243582338095,0.00021702692902181298,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
277,188199,A woman with a floral shirt and purse and a man with a black shirt are walking while another man walks behind them.,the woman has a purse,0,entailment,0.9951932430267334,0.9951932430267334,0.004116922151297331,0.0006899285945110023,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
278,188555,Several people are holding containers of alcohol in a room.,People holding containers on alcohol.,0,entailment,0.9568198323249817,0.9568198323249817,0.028137318789958954,0.015042871236801147,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
279,188590,A man wearing a business suit and a newsie cap clicks his heels in excitement.,An excited businessman clicks up his heels,0,entailment,0.958608090877533,0.958608090877533,0.040736254304647446,0.000655600568279624,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
280,188599,A man with an olive green shirt and messy hair plays a colorful drum set.,A man plays the drums.,0,entailment,0.9969025254249573,0.9969025254249573,0.0025091180577874184,0.0005883220001123846,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
281,188981,A man in a black sweatshirt and jeans holds a black acoustic guitar and converses with a passerby.,A man holds his guitar and talks to a man who just gave him a tip.,1,neutral,0.9979447722434998,0.00026193057419732213,0.9979447722434998,0.0017932434566318989,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
282,189281,a group sitting at a table discussing a subject.,peoples are tested by group discussion.,1,neutral,0.9900975227355957,0.007743385154753923,0.9900975227355957,0.002159101190045476,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
283,192390,"A woman, fit and toned, runs in a race as a crowd of runners follow.",Everybody is walking slowly.,2,contradiction,0.9982823133468628,0.0001335665729129687,0.0015841491986066103,0.9982823133468628,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
284,192973,Several people are washing themselves off using showers at the beach.,some people are in beach,1,entailment,0.006981702987104654,0.992331862449646,0.006981702987104654,0.0006865086033940315,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
285,194020,A man on a laptop at a table.,A man using a computer.,0,entailment,0.9940350651741028,0.9940350651741028,0.005325163248926401,0.0006397845572791994,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
286,195461,A group of children wearing colorful hats are smiling at the camera.,Some children are getting their picture taken.,0,entailment,0.9918997287750244,0.9918997287750244,0.007334533613175154,0.0007657858077436686,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
287,195920,A single man sits on the ground with a cup in front of him.,The man is all alone on the ground.,0,entailment,0.9821902513504028,0.9821902513504028,0.016782449558377266,0.0010273449588567019,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
288,196673,A biker reaches the apex of his ramp while onlookers watch his feat.,A biker reaches the apex of his ramp.,0,entailment,0.9961351156234741,0.9961351156234741,0.00298099871724844,0.0008839481743052602,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
289,197235,A man is fishing on an inlet in the ocean.,A man fishing in the ocean.,0,entailment,0.9972240924835205,0.9972240924835205,0.0021284695249050856,0.0006474151159636676,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
290,199215,"Ready and set as two hockey players on the ice wait with sticks out in front of them, anticipating the puck.",The hckey game is about to begin.,1,neutral,0.9846817255020142,0.010186513885855675,0.9846817255020142,0.005131762474775314,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
291,200568,A multicolor cat fighting with a black and brown dog in a red collar.,A cat and dog are fighting.,0,entailment,0.9974852800369263,0.9974852800369263,0.0018935975385829806,0.0006210463470779359,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
292,200662,A man in a hat is walking across a lawn from a small truck to a van with a satellite.,A man is wearing a secret service outfit.,1,neutral,0.9472551941871643,0.024727705866098404,0.9472551941871643,0.02801715023815632,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
293,200772,A wakeboarder is traveling across the water behind a ramp.,The wakeboader is a man.,1,neutral,0.9951594471931458,0.003816314972937107,0.9951594471931458,0.0010242800926789641,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
294,202122,"A group of people sit outdoors around a small, short table.",The dryer is broken.,2,contradiction,0.7482296228408813,0.001450241543352604,0.250320166349411,0.7482296228408813,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
295,203055,A person in a colorful wig is wiping white cream on a woman's face.,a rabbit runs,2,contradiction,0.9988422989845276,0.00011046163126593456,0.0010473113507032394,0.9988422989845276,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
