source_index,original_source_index,candidate_id,augmented_field,gold_label,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,semantic_forward,semantic_backward,semantic_min,original_nli_predicted_label,original_nli_gold_probability,candidate_nli_predicted_label,candidate_nli_gold_probability,nli_gold_probability_delta,nli_transition,confidence_drop,hard_cue_changes,soft_cue_changes,change_ratio,length_ratio,accepted,reasons,review_categories,number_before_raw,number_after_raw,number_change_type,review_semantic_equivalent,review_label_preserved,review_useful_augmentation,review_verdict,review_notes
653,447248,653:premise:fra_Latn,premise,entailment,An Asian man makes calligraphy on a green table with newspaper on it.,A man is drawing.,An Asian guy is doing calligraphy on a green table with a newspaper on it.,A man is drawing.,An Asian man makes calligraphy on a green table with newspaper on it.,An Asian guy is doing calligraphy on a green table with a newspaper on it.,0.9977184534072876,0.9977251887321472,0.9977184534072876,entailment,0.8958956003189087,entailment,0.9053764343261719,0.009480834007263184,STABLE_GOLD,False,[],[],0.14685314685314688,1.0724637681159421,True,[],,,,,,,,,
375,258365,375:hypothesis:fra_Latn,hypothesis,contradiction,A woman pushing a shopping cart at a grocery store.,A woman carrying her bags to the car,A woman pushing a shopping cart at a grocery store.,There's a woman carrying her bags in the car.,A woman carrying her bags to the car,There's a woman carrying her bags in the car.,0.9822717905044556,0.9068444967269897,0.9068444967269897,contradiction,0.9980502128601074,contradiction,0.9995487332344055,0.0014985203742980957,STABLE_GOLD,False,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.16049382716049387,1.25,True,[],,,,,,,,,
460,310705,460:premise:fra_Latn,premise,neutral,Two girls are astonished at the sight of planes.,The two girls have never seen planes before.,Two girls are surprised to see planes.,The two girls have never seen planes before.,Two girls are astonished at the sight of planes.,Two girls are surprised to see planes.,0.9972357153892517,0.9964815378189087,0.9964815378189087,neutral,0.9504566788673401,neutral,0.9077513217926025,-0.04270535707473755,STABLE_GOLD,False,[],[],0.2790697674418605,0.7916666666666666,True,[],,,,,,,,,
608,411654,608:premise:fra_Latn,premise,entailment,"A group of people are sitting around a large white banner that says ""From New York.""",There is a group of people sitting around a large white banner.,"A bunch of people are sitting around a big white flag that says ""New York"".",There is a group of people sitting around a large white banner.,"A group of people are sitting around a large white banner that says ""From New York.""","A bunch of people are sitting around a big white flag that says ""New York"".",0.9942077398300171,0.9084454774856567,0.9084454774856567,entailment,0.9978271126747131,entailment,0.9983940720558167,0.0005669593811035156,STABLE_GOLD,False,[],[],0.1823899371069182,0.8928571428571429,True,[],,,,,,,,,
447,302107,447:hypothesis:fra_Latn,hypothesis,neutral,Men share an item on mini trains.,men at a mini train convention,Men share an item on mini trains.,men at a mini train conference,men at a mini train convention,men at a mini train conference,0.9915362596511841,0.9917383790016174,0.9915362596511841,neutral,0.9811827540397644,neutral,0.9111950397491455,-0.0699877142906189,STABLE_GOLD,False,[],[],0.16666666666666663,1.0,True,[],,,,,,,,,
245,167720,245:hypothesis:fra_Latn,hypothesis,contradiction,an asian girl looking surprised in front of a brick window,There is an arabian man looking surprised.,an asian girl looking surprised in front of a brick window,There's an Arab who looks surprised.,There is an arabian man looking surprised.,There's an Arab who looks surprised.,0.9963451027870178,0.9119598269462585,0.9119598269462585,contradiction,0.9985164999961853,contradiction,0.9980865716934204,-0.0004299283027648926,STABLE_GOLD,False,[],[],0.20512820512820518,0.8571428571428571,True,[],,,,,,,,,
278,188555,278:premise:fra_Latn,premise,entailment,Several people are holding containers of alcohol in a room.,People holding containers on alcohol.,Several people keep liquor containers in a room.,People holding containers on alcohol.,Several people are holding containers of alcohol in a room.,Several people keep liquor containers in a room.,0.9969966411590576,0.9926934242248535,0.9926934242248535,entailment,0.9568198323249817,entailment,0.9127028584480286,-0.044116973876953125,STABLE_GOLD,False,[],[],0.28971962616822433,0.8135593220338984,True,[],,,,,,,,,
214,141712,214:hypothesis:fra_Latn,hypothesis,neutral,A man is asleep on the ground near two bank machines.,A man is asleep on the ground to take rest.,A man is asleep on the ground near two bank machines.,A man sleeps on the floor to rest.,A man is asleep on the ground to take rest.,A man sleeps on the floor to rest.,0.9945456981658936,0.995819091796875,0.9945456981658936,neutral,0.9942763447761536,neutral,0.9156171679496765,-0.07865917682647705,STABLE_GOLD,False,[],[],0.24675324675324672,0.7906976744186046,True,[],,,,,,,,,
420,290260,420:premise:fra_Latn,premise,entailment,Children playing on the beach.,Kids were having fun.,Kids playing on the beach.,Kids were having fun.,Children playing on the beach.,Kids playing on the beach.,0.9978693723678589,0.9973598122596741,0.9973598122596741,entailment,0.9478506445884705,entailment,0.9174636006355286,-0.030387043952941895,STABLE_GOLD,False,[],[],0.1428571428571429,0.8666666666666667,True,[],,,,,,,,,
124,76076,124:hypothesis:fra_Latn,hypothesis,neutral,An individual cutting up a vegetable in their kitchen with a knife.,A person making a dinner for his family.,An individual cutting up a vegetable in their kitchen with a knife.,A person who prepares a dinner for his family.,A person making a dinner for his family.,A person who prepares a dinner for his family.,0.9965971112251282,0.9953973889350891,0.9953973889350891,contradiction,0.055791862308979034,neutral,0.918009340763092,0.862217478454113,RECOVERED_TO_GOLD,False,[],[],0.18604651162790697,1.15,True,[],,,,,,,,,
630,428056,630:hypothesis:fra_Latn,hypothesis,contradiction,A construction worker in a neon vest is working with electrical equipment while sparks fly.,A construction worker is on his lunch break,A construction worker in a neon vest is working with electrical equipment while sparks fly.,A construction worker is on lunch break.,A construction worker is on his lunch break,A construction worker is on lunch break.,0.9963529109954834,0.9185500741004944,0.9185500741004944,contradiction,0.9827812314033508,contradiction,0.9988133907318115,0.016032159328460693,STABLE_GOLD,False,[],[],0.06024096385542166,0.9302325581395349,True,[],,,,,,,,,
