input_position,source_index,candidate_id,augmented_field,old_accepted,real_accepted,old_reasons,real_reasons,source_nli_status,semantic_min,candidate_nli_gold_probability,generation_truncated,decision_change,difference_category
515,343438,343438:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9968332648277283,0.9946432113647461,False,MATCH,none
518,344451,344451:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9980682730674744,0.9919669032096863,False,MATCH,none
519,344802,344802:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9952101111412048,0.9996691942214966,False,MATCH,none
519,344802,344802:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9959262609481812,0.9996949434280396,False,MATCH,none
520,344964,344964:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9905619025230408,0.9994674324989319,False,MATCH,none
521,346374,346374:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9952369928359985,0.9994062185287476,False,MATCH,none
522,347590,347590:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9932646751403809,0.9989126920700073,False,MATCH,none
522,347590,347590:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9939472675323486,0.9992684721946716,False,MATCH,none
523,349312,349312:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9806698560714722,0.9993859529495239,False,MATCH,none
525,349723,349723:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.995581328868866,0.9989700317382812,False,MATCH,none
530,351913,351913:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9893795847892761,0.9906693696975708,False,MATCH,none
530,351913,351913:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9960874319076538,0.9810422658920288,False,MATCH,none
531,352553,352553:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9927090406417847,0.99776291847229,False,MATCH,none
531,352553,352553:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.991818904876709,0.9911938309669495,False,MATCH,none
532,352765,352765:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9936477541923523,0.9559045433998108,False,MATCH,none
534,353921,353921:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9749113321304321,0.9974784255027771,False,MATCH,none
535,354675,354675:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9959163069725037,0.9996227025985718,False,MATCH,none
535,354675,354675:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9972858428955078,0.9995438456535339,False,MATCH,none
536,355209,355209:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9028308987617493,0.9995601773262024,False,MATCH,none
537,355550,355550:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9930383563041687,0.9992665648460388,False,MATCH,none
537,355550,355550:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9967455863952637,0.9990019202232361,False,MATCH,none
538,356013,356013:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9954392313957214,0.994654655456543,False,MATCH,none
539,356717,356717:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9830926656723022,0.9931057095527649,False,MATCH,none
539,356717,356717:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9968668818473816,0.951509952545166,False,MATCH,none
540,357578,357578:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9922979474067688,0.9992278814315796,False,MATCH,none
542,358861,358861:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9679392576217651,0.9996126294136047,False,MATCH,none
542,358861,358861:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9874803423881531,0.9996237754821777,False,MATCH,none
543,359371,359371:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9937625527381897,0.9976776242256165,False,MATCH,none
543,359371,359371:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.994866132736206,0.9958874583244324,False,MATCH,none
545,360401,360401:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9962242841720581,0.9948586225509644,False,MATCH,none
545,360401,360401:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9970402121543884,0.9961990714073181,False,MATCH,none
547,361537,361537:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9976760745048523,0.9993494153022766,False,MATCH,none
547,361537,361537:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.992518424987793,0.9993352293968201,False,MATCH,none
550,364369,364369:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9957629442214966,0.9993174076080322,False,MATCH,none
551,364429,364429:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9972176551818848,0.96938556432724,False,MATCH,none
552,366538,366538:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9831497073173523,0.9980161190032959,False,MATCH,none
552,366538,366538:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9941365718841553,0.9982730150222778,False,MATCH,none
553,366985,366985:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9966937303543091,0.9972019195556641,False,MATCH,none
553,366985,366985:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9951832890510559,0.9956727027893066,False,MATCH,none
554,369066,369066:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9934573769569397,0.9992913007736206,False,MATCH,none
554,369066,369066:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9968962669372559,0.9990274906158447,False,MATCH,none
555,369396,369396:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9969826340675354,0.9930550456047058,False,MATCH,none
560,371860,371860:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9767259359359741,0.9979275465011597,False,MATCH,none
560,371860,371860:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9957152009010315,0.9946138262748718,False,MATCH,none
561,372611,372611:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9950660467147827,0.9881822466850281,False,MATCH,none
562,372919,372919:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9947015643119812,0.9838692545890808,False,MATCH,none
563,373879,373879:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.965707004070282,0.999350368976593,False,MATCH,none
567,375404,375404:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9958441853523254,0.9975226521492004,False,MATCH,none
567,375404,375404:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9964146614074707,0.9955184459686279,False,MATCH,none
568,375602,375602:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9841852784156799,0.9960485100746155,False,MATCH,none
569,376513,376513:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.997285008430481,0.9961788654327393,False,MATCH,none
569,376513,376513:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9893673062324524,0.9978297352790833,False,MATCH,none
571,377799,377799:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9746116399765015,0.9984670281410217,False,MATCH,none
572,377914,377914:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9955121874809265,0.9947459697723389,False,MATCH,none
573,378043,378043:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9931647181510925,0.9996594190597534,False,MATCH,none
573,378043,378043:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9960442781448364,0.9997121691703796,False,MATCH,none
574,379691,379691:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9927916526794434,0.9995028972625732,False,MATCH,none
574,379691,379691:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9925472140312195,0.9992189407348633,False,MATCH,none
576,381818,381818:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9674545526504517,0.9874610304832458,False,MATCH,none
577,382061,382061:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9976598024368286,0.9982702732086182,False,MATCH,none
577,382061,382061:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9966244697570801,0.9979768395423889,False,MATCH,none
578,383277,383277:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9968823194503784,0.9985480904579163,False,MATCH,none
578,383277,383277:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9954991936683655,0.998736560344696,False,MATCH,none
580,384316,384316:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9960015416145325,0.999504804611206,False,MATCH,none
580,384316,384316:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9968541264533997,0.9986770749092102,False,MATCH,none
582,387067,387067:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9973567724227905,0.9777950048446655,False,MATCH,none
583,388849,388849:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9967767596244812,0.9995830655097961,False,MATCH,none
585,389577,389577:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.975128710269928,0.9784246683120728,False,MATCH,none
586,390330,390330:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9965723752975464,0.9974457025527954,False,MATCH,none
587,393497,393497:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9967700242996216,0.9992058873176575,False,MATCH,none
587,393497,393497:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9969154596328735,0.9991366267204285,False,MATCH,none
589,394608,394608:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9930734038352966,0.9982925057411194,False,MATCH,none
589,394608,394608:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9982849955558777,0.9981948733329773,False,MATCH,none
590,394965,394965:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.988664984703064,0.9949474334716797,False,MATCH,none
590,394965,394965:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9928745031356812,0.9662880897521973,False,MATCH,none
591,396067,396067:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9949926733970642,0.9865459203720093,False,MATCH,none
592,396269,396269:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9945472478866577,0.9513116478919983,False,MATCH,none
592,396269,396269:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9947399497032166,0.8981715440750122,False,MATCH,none
594,397864,397864:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9955795407295227,0.9993191957473755,False,MATCH,none
594,397864,397864:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9958256483078003,0.9993682503700256,False,MATCH,none
596,398883,398883:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9939001798629761,0.9961225390434265,False,MATCH,none
596,398883,398883:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9975231289863586,0.9954569339752197,False,MATCH,none
597,399855,399855:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9978857636451721,0.9890987873077393,False,MATCH,none
598,400206,400206:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9205028414726257,0.9995808005332947,False,MATCH,none
599,400731,400731:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9977453351020813,0.9976180195808411,False,MATCH,none
600,400864,400864:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.99534010887146,0.9313817620277405,False,MATCH,none
601,402508,402508:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9967095851898193,0.9967881441116333,False,MATCH,none
601,402508,402508:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9963410496711731,0.9976842403411865,False,MATCH,none
602,403554,403554:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9883297681808472,0.8087426424026489,False,MATCH,none
603,403976,403976:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.996148943901062,0.9997496008872986,False,MATCH,none
604,404415,404415:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9867092370986938,0.9971877932548523,False,MATCH,none
604,404415,404415:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9950923919677734,0.996364176273346,False,MATCH,none
606,407270,407270:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9940133690834045,0.9985722303390503,False,MATCH,none
606,407270,407270:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9953321814537048,0.9985594153404236,False,MATCH,none
607,407321,407321:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9825989007949829,0.9970417618751526,False,MATCH,none
608,411654,411654:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9084454774856567,0.9983940720558167,False,MATCH,none
608,411654,411654:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9969303011894226,0.9980260133743286,False,MATCH,none
610,413131,413131:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9933043122291565,0.9983215928077698,False,MATCH,none
611,413141,413141:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9914293885231018,0.9732607007026672,False,MATCH,none
611,413141,413141:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.997109591960907,0.9821814894676208,False,MATCH,none
612,415665,415665:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9951609969139099,0.984955370426178,False,MATCH,none
612,415665,415665:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9360321760177612,0.9962291121482849,False,MATCH,none
613,416052,416052:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9950295090675354,0.9652332067489624,False,MATCH,none
614,417237,417237:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.973100483417511,0.9889853000640869,False,MATCH,none
616,418639,418639:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9667538404464722,0.999292254447937,False,MATCH,none
616,418639,418639:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9967531561851501,0.9992548823356628,False,MATCH,none
618,421310,421310:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9636885523796082,0.9846476316452026,False,MATCH,none
618,421310,421310:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.960461437702179,0.9641442894935608,False,MATCH,none
619,422758,422758:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9971261620521545,0.998997151851654,False,MATCH,none
619,422758,422758:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9947634935379028,0.9990405440330505,False,MATCH,none
620,423126,423126:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9950496554374695,0.9993715882301331,False,MATCH,none
620,423126,423126:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9978761672973633,0.9994254112243652,False,MATCH,none
622,424045,424045:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9972944855690002,0.9976287484169006,False,MATCH,none
622,424045,424045:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9979540109634399,0.9987943172454834,False,MATCH,none
624,425301,425301:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9917710423469543,0.9961931705474854,False,MATCH,none
624,425301,425301:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9977758526802063,0.9962814450263977,False,MATCH,none
625,426181,426181:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9977458119392395,0.8931990265846252,False,MATCH,none
625,426181,426181:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9977612495422363,0.9863421320915222,False,MATCH,none
627,426484,426484:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9318346977233887,0.9751974940299988,False,MATCH,none
627,426484,426484:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9969460368156433,0.9773759841918945,False,MATCH,none
628,426839,426839:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9971116781234741,0.9898375272750854,False,MATCH,none
630,428056,428056:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9957075119018555,0.9463722705841064,False,MATCH,none
630,428056,428056:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9185500741004944,0.9988133907318115,False,MATCH,none
631,429004,429004:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9933991432189941,0.9980903267860413,False,MATCH,none
631,429004,429004:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9461994767189026,0.9992400407791138,False,MATCH,none
632,430526,430526:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9961571097373962,0.9996756315231323,False,MATCH,none
634,431938,431938:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9893336892127991,0.9997230172157288,False,MATCH,none
635,431953,431953:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.981605589389801,0.995741605758667,False,MATCH,none
635,431953,431953:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9963037967681885,0.9226496815681458,False,MATCH,none
636,432209,432209:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9960134029388428,0.9993114471435547,False,MATCH,none
637,433659,433659:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9979538917541504,0.9991388320922852,False,MATCH,none
637,433659,433659:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9916917085647583,0.9947945475578308,False,MATCH,none
639,437702,437702:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9956569671630859,0.9910968542098999,False,MATCH,none
639,437702,437702:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9977228045463562,0.9929826259613037,False,MATCH,none
645,441649,441649:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9974149465560913,0.9575933814048767,False,MATCH,none
646,442027,442027:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9963156580924988,0.9992566704750061,False,MATCH,none
649,443307,443307:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.996085524559021,0.9991670846939087,False,MATCH,none
649,443307,443307:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9973633885383606,0.9984269142150879,False,MATCH,none
650,445694,445694:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9959956407546997,0.876724123954773,False,MATCH,none
650,445694,445694:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9953463673591614,0.9513978362083435,False,MATCH,none
651,445900,445900:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9945595860481262,0.9931203126907349,False,MATCH,none
653,447248,447248:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9977184534072876,0.9053764343261719,False,MATCH,none
655,448093,448093:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9680427312850952,0.9952267408370972,False,MATCH,none
655,448093,448093:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9604913592338562,0.9665510654449463,False,MATCH,none
661,450897,450897:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9954066276550293,0.999014139175415,False,MATCH,none
661,450897,450897:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9977641105651855,0.9989845156669617,False,MATCH,none
664,453097,453097:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9935718774795532,0.9947739243507385,False,MATCH,none
667,456266,456266:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9931424856185913,0.9924800395965576,False,MATCH,none
668,456761,456761:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9944422841072083,0.9993165731430054,False,MATCH,none
668,456761,456761:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9960162043571472,0.9994882345199585,False,MATCH,none
671,457899,457899:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9907612204551697,0.9955931305885315,False,MATCH,none
671,457899,457899:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9968212842941284,0.9937978386878967,False,MATCH,none
672,458599,458599:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9950292706489563,0.9989452958106995,False,MATCH,none
673,458628,458628:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9845578074455261,0.9995885491371155,False,MATCH,none
674,459828,459828:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9834798574447632,0.893547773361206,False,MATCH,none
677,463559,463559:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9969039559364319,0.9827568531036377,False,MATCH,none
677,463559,463559:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9979016780853271,0.9978171586990356,False,MATCH,none
679,463687,463687:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9940195083618164,0.996439516544342,False,MATCH,none
680,464513,464513:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9947478175163269,0.9988510608673096,False,MATCH,none
680,464513,464513:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9966680407524109,0.9987398982048035,False,MATCH,none
681,464854,464854:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9925715327262878,0.9680482745170593,False,MATCH,none
682,464901,464901:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9952263832092285,0.969651460647583,False,MATCH,none
684,467470,467470:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9973522424697876,0.9991542100906372,False,MATCH,none
684,467470,467470:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.987351655960083,0.9950849413871765,False,MATCH,none
686,468548,468548:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9669873118400574,0.9947358965873718,False,MATCH,none
687,469856,469856:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9932423233985901,0.992734432220459,False,MATCH,none
688,470247,470247:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9916523098945618,0.9963239431381226,False,MATCH,none
688,470247,470247:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9576364755630493,0.9855786561965942,False,MATCH,none
691,472789,472789:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9903165698051453,0.9994592070579529,False,MATCH,none
691,472789,472789:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9976587295532227,0.9992678761482239,False,MATCH,none
692,473855,473855:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9964697360992432,0.9823618531227112,False,MATCH,none
694,474740,474740:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9960352778434753,0.9926983714103699,False,MATCH,none
694,474740,474740:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9961932897567749,0.9927189350128174,False,MATCH,none
696,475232,475232:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9225995540618896,0.9310048818588257,False,MATCH,none
697,475671,475671:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9882633686065674,0.9995220899581909,False,MATCH,none
698,477167,477167:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9972652196884155,0.9993663430213928,False,MATCH,none
700,477332,477332:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9967717528343201,0.9959357976913452,False,MATCH,none
700,477332,477332:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9945230484008789,0.9944831728935242,False,MATCH,none
702,477962,477962:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9963275790214539,0.9831383228302002,False,MATCH,none
707,485427,485427:premise:fra_Latn,premise,False,True,[],[],RELIABLE_GOLD,0.9978218078613281,0.9992384910583496,False,REAL_NEWLY_ACCEPTED,source-gate difference
707,485427,485427:hypothesis:fra_Latn,hypothesis,False,True,[],[],RELIABLE_GOLD,0.9951778650283813,0.9986646175384521,False,REAL_NEWLY_ACCEPTED,source-gate difference
708,485580,485580:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9972381591796875,0.9975330829620361,False,MATCH,none
708,485580,485580:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9969170093536377,0.9988797307014465,False,MATCH,none
710,485858,485858:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9822638630867004,0.9913148283958435,False,MATCH,none
710,485858,485858:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.994902491569519,0.9970822930335999,False,MATCH,none
711,486098,486098:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9904800057411194,0.9202702045440674,False,MATCH,none
713,487229,487229:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9861435890197754,0.9991218447685242,False,MATCH,none
714,487685,487685:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9916812777519226,0.9757763743400574,False,MATCH,none
716,488702,488702:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.995556652545929,0.9977931976318359,False,MATCH,none
717,488841,488841:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.98854660987854,0.9996111989021301,False,MATCH,none
717,488841,488841:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.994082510471344,0.9995607733726501,False,MATCH,none
718,489327,489327:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9968057870864868,0.9942243695259094,False,MATCH,none
720,489857,489857:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9922388195991516,0.996180534362793,False,MATCH,none
722,491039,491039:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9970609545707703,0.9976656436920166,False,MATCH,none
722,491039,491039:hypothesis:fra_Latn,hypothesis,True,True,[],[],RELIABLE_GOLD,0.9958788156509399,0.9967730641365051,False,MATCH,none
723,492175,492175:premise:fra_Latn,premise,True,True,[],[],RELIABLE_GOLD,0.9841564297676086,0.9991539716720581,False,MATCH,none
