input_position,source_index,candidate_id,augmented_field,gold_label,source_nli_status,original_nli_predicted_label,original_nli_gold_probability,translation_performed,original_sentence,back_translated_sentence,semantic_forward,semantic_backward,semantic_min,candidate_nli_predicted_label,candidate_nli_gold_probability,generation_truncated,source_to_pivot_generation_truncated,pivot_to_source_generation_truncated,logical_cue_changes,hard_cue_changes,soft_cue_changes,change_ratio,accepted,reasons,translation_model,translation_model_revision,verifier_model,verifier_model_revision
113,71585,71585:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9097729921340942,True,Two people in blue shirts are selling shoes in an outside market.,Two people in blue shirts are selling shoes at an outdoor market.,0.9946909546852112,0.9963299632072449,0.9946909546852112,neutral,0.9593865275382996,False,False,False,"[{""group"":""space"",""original"":{""outside"":1,""in"":2},""candidate"":{""in"":1},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{""outside"":1,""in"":2},""candidate"":{""in"":1},""field"":""premise""}]",0.07692307692307687,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
113,71585,71585:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9097729921340942,True,The shoes are being sold by the girls.,The shoes are sold by the girls.,0.9963460564613342,0.9956507086753845,0.9956507086753845,neutral,0.881853461265564,False,False,False,[],[],[],0.08571428571428574,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
115,72005,72005:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.999542236328125,True,People running from a tsunami.,People fleeing a tsunami.,0.9959190487861633,0.9924029111862183,0.9924029111862183,contradiction,0.9957411289215088,False,False,False,[],[],[],0.23636363636363633,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
116,73032,73032:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9949851036071777,True,A man wearing blue jeans is standing outside carrying a wide assortment of items and has a large dish on his head.,A man standing outside in blue jeans wearing a wide variety of items and a large plate on his head.,0.9768606424331665,0.9800644516944885,0.9768606424331665,contradiction,0.9626449942588806,False,False,False,"[{""group"":""space"",""original"":{""outside"":1,""on"":1},""candidate"":{""outside"":1,""in"":1,""on"":1},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{""outside"":1,""on"":1},""candidate"":{""outside"":1,""in"":1,""on"":1},""field"":""premise""}]",0.30516431924882625,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
118,73554,73554:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9978938698768616,True,A man is walking.,There's a man walking.,0.9980700612068176,0.9979954957962036,0.9979954957962036,entailment,0.9971684813499451,False,False,False,[],[],[],0.28205128205128205,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
119,73820,73820:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9603135585784912,True,A boy walking outdoors.,A boy walking around outside.,0.9933866858482361,0.9954947233200073,0.9933866858482361,entailment,0.9758901000022888,False,False,False,"[{""group"":""space"",""original"":{},""candidate"":{""outside"":1},""field"":""hypothesis""}]",[],"[{""group"":""space"",""original"":{},""candidate"":{""outside"":1},""field"":""hypothesis""}]",0.2692307692307693,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
120,74358,74358:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9986496567726135,True,A group examines a run down house.,A group is looking at a house that is in ruins.,0.9920390844345093,0.9981092214584351,0.9920390844345093,contradiction,0.9959797859191895,False,False,False,"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""premise""}]",0.5061728395061729,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
121,75090,75090:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.989556610584259,True,a runner leaps,a runner jumps,0.9938901662826538,0.9873684048652649,0.9873684048652649,entailment,0.9936978220939636,False,False,False,[],[],[],0.2142857142857143,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
125,76517,76517:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9916326403617859,True,The two men are walking unobstructed in the snow.,The two men are walking unobstructed through the snow.,0.995595395565033,0.9960935711860657,0.995595395565033,contradiction,0.9850014448165894,False,False,False,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""through"":1},""field"":""hypothesis""}]",[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""through"":1},""field"":""hypothesis""}]",0.08737864077669899,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
126,77440,77440:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9952734112739563,True,Two children work on a project with woman.,Two kids working on a project with a woman.,0.9967328310012817,0.9968861937522888,0.9967328310012817,contradiction,0.9828145503997803,False,False,False,[],[],[],0.15294117647058825,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
126,77440,77440:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9952734112739563,True,The woman is with her friends.,The woman's with her friends.,0.9972797632217407,0.9967783093452454,0.9967783093452454,contradiction,0.9963228702545166,False,False,False,[],[],[],0.05084745762711862,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
127,78138,78138:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9995710253715515,True,a woman bends down to reach in a plastic bag.,A woman bends down to touch a plastic bag.,0.9946876764297485,0.9809335470199585,0.9809335470199585,contradiction,0.9996042847633362,False,False,False,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""premise""}]",0.10344827586206895,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
127,78138,78138:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9995710253715515,True,A woman is putting a box on a shelf.,A woman puts a box on a shelf.,0.9973360896110535,0.9949880838394165,0.9949880838394165,contradiction,0.9995816349983215,False,False,False,[],[],[],0.12121212121212122,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
128,78367,78367:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9994749426841736,True,two individuals run around with guns,Two people running with guns.,0.9975211024284363,0.9977467656135559,0.9975211024284363,contradiction,0.999563992023468,False,False,False,[],[],[],0.3846153846153846,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
129,79799,79799:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9991055130958557,True,A crowd of black people are gathered and one person has a backpack on.,There's a crowd of blacks gathered and a person is carrying a backpack.,0.9972732663154602,0.9975751042366028,0.9972732663154602,neutral,0.9988194108009338,False,False,False,"[{""group"":""number"",""original"":{""1"":1},""candidate"":{},""field"":""premise""},{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",[],"[{""group"":""number"",""original"":{""1"":1},""candidate"":{},""field"":""premise""},{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",0.276595744680851,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
129,79799,79799:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9991055130958557,True,A crowd of teenage black people are waiting for the school to open and one of them has a backpack.,A bunch of black teenagers are waiting for school to open and one of them has a backpack.,0.9977915287017822,0.9968878626823425,0.9968878626823425,neutral,0.9988816380500793,False,False,False,[],[],[],0.17647058823529416,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
130,80395,80395:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9992133378982544,True,A girl at a park cooking lunch.,There's a girl in a park cooking lunch.,0.9975616931915283,0.9970362186431885,0.9970362186431885,neutral,0.9991969466209412,False,False,False,"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""premise""}]",0.17142857142857137,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
130,80395,80395:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9992133378982544,True,A girl is making a hot dog for lunch.,A girl makes a hot dog for lunch.,0.99708491563797,0.9933502078056335,0.9933502078056335,neutral,0.9991231560707092,False,False,False,[],[],[],0.11428571428571432,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
131,81737,81737:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9974505305290222,True,This is an outdoor vegetable market in possibly Southeast Asia where please are selling their fruits and vegetables.,"It's an open-air vegetable market, perhaps in Southeast Asia, where they sell their fruits and vegetables.",0.9976595640182495,0.9953694939613342,0.9953694939613342,contradiction,0.9994657635688782,False,False,False,[],[],[],0.23423423423423428,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
131,81737,81737:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9974505305290222,True,This is an outdoor market where people buy meat.,It's an outdoor market where people buy meat.,0.9956996440887451,0.9955528378486633,0.9955528378486633,contradiction,0.9990068078041077,False,False,False,[],[],[],0.07526881720430112,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
134,84582,84582:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.989769697189331,True,A human smiling,A human smile,0.9916871190071106,0.9781470894813538,0.9781470894813538,entailment,0.9757924675941467,False,False,False,[],[],[],0.1428571428571429,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
135,87146,87146:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9956616759300232,True,"A man with glasses is reading a book while lying in a red, orange and yellow striped hammock next to a sidewalk.","A man with glasses is reading a book as he lies in a hammock with red, orange and yellow stripes next to a sidewalk.",0.9954213500022888,0.9963597655296326,0.9954213500022888,entailment,0.9936607480049133,False,False,False,[],[],[],0.14912280701754388,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
135,87146,87146:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9956616759300232,True,A person reading,A person who reads,0.9946498274803162,0.9837853908538818,0.9837853908538818,entailment,0.9948424696922302,False,False,False,[],[],[],0.23529411764705888,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
136,87701,87701:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9937132000923157,True,A girl wearing a white coat standing in a fountain.,A girl in a white coat standing in a fountain.,0.9966525435447693,0.9971677660942078,0.9966525435447693,entailment,0.9967670440673828,False,False,False,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""in"":2},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""in"":2},""field"":""premise""}]",0.05154639175257736,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
136,87701,87701:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9937132000923157,True,A girl wearing a white coat standing.,A girl in a white coat standing there.,0.9911376237869263,0.9961178302764893,0.9911376237869263,entailment,0.9923227429389954,False,False,False,"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.1466666666666666,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
137,88157,88157:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9995681643486023,True,Children people run and play near a fountain.,Children run and play near a fountain.,0.9965500831604004,0.9887646436691284,0.9887646436691284,contradiction,0.9985446929931641,False,False,False,[],[],[],0.08433734939759041,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
137,88157,88157:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9995681643486023,True,People are going into the restaurant.,People go to the restaurant.,0.9979490637779236,0.9966188669204712,0.9966188669204712,contradiction,0.9995612502098083,False,False,False,[],[],[],0.1384615384615384,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
139,88424,88424:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9955462217330933,True,Two young women are writing on a banner.,Two young women writing on a banner.,0.9966229200363159,0.9949488639831543,0.9949488639831543,entailment,0.9947713017463684,False,False,False,[],[],[],0.052631578947368474,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
140,88539,88539:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9424294829368591,True,A group of adults viewing a presentation in a school gymnasium.,A group of adults watching a presentation in a school gym.,0.9963627457618713,0.9948281645774841,0.9948281645774841,neutral,0.9253979921340942,False,False,False,[],[],[],0.1074380165289256,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
140,88539,88539:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9424294829368591,True,adults learning something,adults learn something,0.9928612112998962,0.9794567227363586,0.9794567227363586,neutral,0.9567514061927795,False,False,False,[],[],[],0.06382978723404253,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
141,89957,89957:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9965684413909912,True,two men are getting a drink,Two men are having a drink.,0.9971030354499817,0.996755063533783,0.996755063533783,entailment,0.9976755976676941,False,False,False,[],[],[],0.14814814814814814,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
142,90459,90459:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9747342467308044,True,Maybe a woman is wearing a weird outfit and dances.,Maybe a woman wears a strange outfit and dances.,0.9960337281227112,0.9961108565330505,0.9960337281227112,entailment,0.9720678329467773,False,False,False,[],[],[],0.1717171717171717,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
146,95485,95485:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9975709319114685,True,"A woman holding a girl, who wears an apple themed coat.","A woman holding a girl, wearing an apple-themed coat.",0.993032693862915,0.9928991794586182,0.9928991794586182,entailment,0.997048556804657,False,False,False,[],[],[],0.09259259259259256,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
146,95485,95485:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9975709319114685,True,Woman holds a girl wearing a coat.,A woman holds a girl in a coat.,0.9959427714347839,0.9971097111701965,0.9959427714347839,entailment,0.9963545799255371,False,False,False,"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.10769230769230764,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
147,95970,95970:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9995597004890442,True,Many two-person kayaks fill a river surrounded by trees.,Many kayaks for two people fill a river surrounded by trees.,0.9934250116348267,0.9953482747077942,0.9934250116348267,contradiction,0.9994901418685913,False,False,False,[],[],[],0.22413793103448276,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
148,96110,96110:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9996128678321838,True,A man stands on stage with a fireworks going off beside of him.,A man stands on the stage with fireworks lit next to him.,0.9967787861824036,0.9896644949913025,0.9896644949913025,contradiction,0.9995706677436829,False,False,False,"[{""group"":""space"",""original"":{""beside"":1,""on"":1},""candidate"":{""on"":1},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{""beside"":1,""on"":1},""candidate"":{""on"":1},""field"":""premise""}]",0.2833333333333333,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
150,97491,97491:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9993540644645691,True,The small dog wearing a tutu stands on its hind legs.,The little dog wearing a tutu stands on its hind legs.,0.9975047707557678,0.9973211884498596,0.9973211884498596,contradiction,0.9993346333503723,False,False,False,[],[],[],0.06542056074766356,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
150,97491,97491:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9993540644645691,True,There is a dog laying down,There's a dog lying there.,0.9961007833480835,0.9971255660057068,0.9961007833480835,contradiction,0.9993184804916382,False,False,False,[],[],[],0.2692307692307693,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
153,99482,99482:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9888398051261902,True,A large brown dog is digging in the sand.,A big brown dog digging in the sand.,0.9981691837310791,0.9978280663490295,0.9978280663490295,entailment,0.9895766973495483,False,False,False,[],[],[],0.11688311688311692,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
153,99482,99482:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9888398051261902,True,A dog is digging outside.,There's a dog digging outside.,0.9982991814613342,0.9981240630149841,0.9981240630149841,entailment,0.990014910697937,False,False,False,[],[],[],0.19999999999999996,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
155,99871,99871:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.950347900390625,True,A woman sitting at a desk staring at a computer screen.,A woman sitting at a desk looking at a computer screen.,0.9963793158531189,0.9924665093421936,0.9924665093421936,entailment,0.954091489315033,False,False,False,[],[],[],0.07272727272727275,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
155,99871,99871:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.950347900390625,True,A woman is at work.,There's a woman at work.,0.9973714351654053,0.9972155094146729,0.9972155094146729,entailment,0.9333650469779968,False,False,False,[],[],[],0.2558139534883721,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
157,101993,101993:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9964518547058105,True,A woman adjusts her sunglasses.,A woman adjusting her sunglasses.,0.9952797889709473,0.9974289536476135,0.9952797889709473,entailment,0.997316300868988,False,False,False,[],[],[],0.0625,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
164,105325,105325:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.8475672602653503,True,Many people ride their bikes down a bike path in a city.,A lot of people ride their bikes on a bike path in a city.,0.9974910020828247,0.9930758476257324,0.9930758476257324,neutral,0.9388521313667297,False,False,False,"[{""group"":""quantifier"",""original"":{""many"":1},""candidate"":{},""field"":""premise""},{""group"":""space"",""original"":{""in"":1},""candidate"":{""in"":1,""on"":1},""field"":""premise""}]",[],"[{""group"":""quantifier"",""original"":{""many"":1},""candidate"":{},""field"":""premise""},{""group"":""space"",""original"":{""in"":1},""candidate"":{""in"":1,""on"":1},""field"":""premise""}]",0.10526315789473684,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
165,105872,105872:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9701388478279114,True,One man is on the roof,There's a man on the roof.,0.9971862435340881,0.9927672147750854,0.9927672147750854,entailment,0.9646683931350708,False,False,False,"[{""group"":""number"",""original"":{""1"":1},""candidate"":{},""field"":""hypothesis""}]",[],"[{""group"":""number"",""original"":{""1"":1},""candidate"":{},""field"":""hypothesis""}]",0.29166666666666663,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
166,107185,107185:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9985231757164001,True,A dad is entertaining his family by playing the guitar.,A father entertains his family by playing guitar.,0.9978694915771484,0.9973324537277222,0.9973324537277222,neutral,0.9988118410110474,False,False,False,[],[],[],0.17307692307692313,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
166,107185,107185:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9985231757164001,True,The dad plays country music under the starry night.,Dad plays country music under the stars.,0.9966158270835876,0.992479681968689,0.992479681968689,neutral,0.9976189732551575,False,False,False,[],[],[],0.1428571428571429,True,[],facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
