audit_id,source_index,input_position,candidate_id,gold_label,augmented_field,semantic_forward,semantic_backward,semantic_min,candidate_nli_predicted_label,candidate_nli_gold_probability,source_nli_status,original_nli_gold_probability,change_ratio,hard_cue_changes,soft_cue_changes,secondary_sts_score,secondary_sts_large_score,secondary_bleurt_score,secondary_roberta_min_entailment,reasons,stratum_population_size
A0088,113482,176,113482:premise:fra_Latn,neutral,premise,0.9937293529510498,0.9932231903076172,0.9932231903076172,neutral,0.9818269610404968,RELIABLE_GOLD,0.9866539835929871,0.23456790123456794,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",0.9865472316741943,0.9680870771408081,0.6012145280838013,0.9876677393913269,[],118
A0089,519819,763,519819:premise:fra_Latn,neutral,premise,0.9974777102470398,0.9956895709037781,0.9956895709037781,neutral,0.9990130662918091,RELIABLE_GOLD,0.9987523555755615,0.15254237288135597,[],[],0.9662718772888184,0.8847154378890991,0.6261987686157227,0.9924256801605225,[],118
A0090,418639,616,418639:premise:fra_Latn,contradiction,premise,0.9892515540122986,0.9667538404464722,0.9667538404464722,contradiction,0.999292254447937,RELIABLE_GOLD,0.9993127584457397,0.05147058823529416,[],"[{""group"":""space"",""original"":{""near"":1},""candidate"":{""in"":1,""near"":1},""field"":""premise""}]",0.9547061920166016,0.9379114508628845,0.8152099251747131,0.9614615440368652,[],132
A0091,207276,301,207276:premise:fra_Latn,entailment,premise,0.9958786964416504,0.995821475982666,0.995821475982666,entailment,0.9889860153198242,RELIABLE_GOLD,0.9787431359291077,0.0888888888888889,[],[],0.9966636300086975,0.9711533188819885,0.9331218600273132,0.9935923218727112,[],133
A0092,397864,594,397864:premise:fra_Latn,neutral,premise,0.9955795407295227,0.9971074461936951,0.9955795407295227,neutral,0.9993191957473755,RELIABLE_GOLD,0.9992460012435913,0.0482758620689655,[],[],0.9967589974403381,0.9697192907333374,0.8894476294517517,0.9930906295776367,[],118
A0093,117651,181,117651:premise:fra_Latn,entailment,premise,0.9963812828063965,0.9952267408370972,0.9952267408370972,entailment,0.9904897212982178,RELIABLE_GOLD,0.9940306544303894,0.25,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""on"":1},""field"":""premise""}]",0.8480260968208313,0.9597871899604797,-0.31954339146614075,0.9915665984153748,[],133
A0094,64777,101,64777:hypothesis:fra_Latn,entailment,hypothesis,0.9916322827339172,0.9783731698989868,0.9783731698989868,entailment,0.9881511926651001,RELIABLE_GOLD,0.9922377467155457,0.09859154929577463,[],[],0.9933251738548279,0.9691299796104431,0.9965600967407227,0.9748033881187439,[],154
A0095,388849,583,388849:hypothesis:fra_Latn,contradiction,hypothesis,0.9974339604377747,0.9967767596244812,0.9967767596244812,contradiction,0.9995830655097961,RELIABLE_GOLD,0.9996663331985474,0.07843137254901966,[],[],0.9967316389083862,0.9682292938232422,0.7684222459793091,0.9929401874542236,[],129
A0096,378043,573,378043:premise:fra_Latn,contradiction,premise,0.994019627571106,0.9931647181510925,0.9931647181510925,contradiction,0.9996594190597534,RELIABLE_GOLD,0.9996732473373413,0.3178294573643411,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""near"":1},""field"":""premise""}]",0.9277777075767517,0.8747916221618652,0.3636844754219055,0.9905217885971069,[],132
A0097,62874,94,62874:premise:fra_Latn,contradiction,premise,0.989018976688385,0.9903879761695862,0.989018976688385,contradiction,0.9984171390533447,RELIABLE_GOLD,0.998729407787323,0.12345679012345678,[],"[{""group"":""space"",""original"":{""under"":1,""in"":1},""candidate"":{""under"":1},""field"":""premise""}]",0.9965341091156006,0.9739721417427063,0.8165845274925232,0.9884393215179443,[],132
A0098,387067,582,387067:premise:fra_Latn,neutral,premise,0.9973567724227905,0.997847318649292,0.9973567724227905,neutral,0.9777950048446655,RELIABLE_GOLD,0.9974660873413086,0.22155688622754488,[],"[{""group"":""number"",""original"":{},""candidate"":{""1"":1},""field"":""premise""},{""group"":""space"",""original"":{""in"":1,""on"":1},""candidate"":{""in"":1},""field"":""premise""}]",0.9657065272331238,0.9480632543563843,0.556908905506134,0.9927409291267395,[],118
A0099,337152,500,337152:premise:fra_Latn,contradiction,premise,0.9970013499259949,0.9949678778648376,0.9949678778648376,contradiction,0.9989467263221741,RELIABLE_GOLD,0.9988101720809937,0.08108108108108103,[],[],0.9946830868721008,0.9702479839324951,0.7945480942726135,0.9928662776947021,[],132
A0100,215707,315,215707:premise:fra_Latn,entailment,premise,0.9962853193283081,0.9966013431549072,0.9962853193283081,entailment,0.9967691898345947,RELIABLE_GOLD,0.9966287016868591,0.05970149253731338,[],[],0.996713399887085,0.9724774360656738,0.9388855695724487,0.9933679699897766,[],133
A0101,67883,107,67883:hypothesis:fra_Latn,contradiction,hypothesis,0.9932594895362854,0.996498703956604,0.9932594895362854,contradiction,0.9720247983932495,RELIABLE_GOLD,0.9496590495109558,0.09090909090909094,[],[],0.9968165755271912,0.9679043292999268,0.758729100227356,0.9902114272117615,[],129
A0102,79799,129,79799:premise:fra_Latn,neutral,premise,0.9972732663154602,0.9975751042366028,0.9972732663154602,neutral,0.9988194108009338,RELIABLE_GOLD,0.9991055130958557,0.276595744680851,[],"[{""group"":""number"",""original"":{""1"":1},""candidate"":{},""field"":""premise""},{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",0.9889421463012695,0.9630377888679504,0.5579944849014282,0.9936522245407104,[],118
A0103,238582,355,238582:premise:fra_Latn,neutral,premise,0.9976598024368286,0.9976016879081726,0.9976016879081726,neutral,0.9994646906852722,RELIABLE_GOLD,0.9994496703147888,0.09523809523809523,[],[],0.9631720185279846,0.9679723381996155,0.8316643238067627,0.9930092096328735,[],118
A0104,135294,203,135294:hypothesis:fra_Latn,neutral,hypothesis,0.9972733855247498,0.9925766587257385,0.9925766587257385,neutral,0.9858864545822144,RELIABLE_GOLD,0.9925383925437927,0.17021276595744683,[],[],0.9910374879837036,0.9688832759857178,0.7121498584747314,0.9834502935409546,[],108
A0105,158708,232,158708:premise:fra_Latn,entailment,premise,0.9969950914382935,0.984447717666626,0.984447717666626,entailment,0.9900574088096619,RELIABLE_GOLD,0.9985030889511108,0.18400000000000005,[],[],0.9951143264770508,0.9720226526260376,0.6154475212097168,0.9931089878082275,[],133
A0106,252148,366,252148:hypothesis:fra_Latn,neutral,hypothesis,0.9928598999977112,0.9865526556968689,0.9865526556968689,neutral,0.9972641468048096,RELIABLE_GOLD,0.9980823993682861,0.04477611940298509,[],[],0.9967696666717529,0.9633364677429199,0.6054332852363586,0.9933165311813354,[],108
A0107,195461,286,195461:premise:fra_Latn,entailment,premise,0.9976721405982971,0.9966172575950623,0.9966172575950623,entailment,0.9920280575752258,RELIABLE_GOLD,0.9918997287750244,0.13385826771653542,[],[],0.996679425239563,0.9706409573554993,0.8813877105712891,0.9934870004653931,[],133
A0108,167720,245,167720:premise:fra_Latn,contradiction,premise,0.9958621263504028,0.9370728731155396,0.9370728731155396,contradiction,0.9989070892333984,RELIABLE_GOLD,0.9985164999961853,0.17431192660550454,[],"[{""group"":""space"",""original"":{""front"":1,""in"":1},""candidate"":{},""field"":""premise""}]",0.9896056652069092,0.9708102345466614,0.6795835494995117,0.9799097776412964,[],132
A0109,457899,671,457899:hypothesis:fra_Latn,entailment,hypothesis,0.9968212842941284,0.9973016977310181,0.9968212842941284,entailment,0.9937978386878967,RELIABLE_GOLD,0.9944114089012146,0.03448275862068961,[],[],0.9966013431549072,0.9641662836074829,0.9670112729072571,0.9934253692626953,[],154
A0110,107185,166,107185:hypothesis:fra_Latn,neutral,hypothesis,0.9966158270835876,0.992479681968689,0.992479681968689,neutral,0.9976189732551575,RELIABLE_GOLD,0.9985231757164001,0.1428571428571429,[],[],0.979168176651001,0.944813072681427,-0.08417882025241852,0.9797852635383606,[],108
A0111,508521,740,508521:hypothesis:fra_Latn,neutral,hypothesis,0.9973387122154236,0.9904170036315918,0.9904170036315918,neutral,0.9891303777694702,RELIABLE_GOLD,0.996397852897644,0.2093023255813954,[],[],0.9964969754219055,0.9674023389816284,0.8306105136871338,0.9872122406959534,[],108
A0112,287246,419,287246:hypothesis:fra_Latn,entailment,hypothesis,0.9972144961357117,0.9974483251571655,0.9972144961357117,entailment,0.9827734231948853,RELIABLE_GOLD,0.9839695692062378,0.10344827586206895,[],[],0.9966775178909302,0.9678583145141602,0.9469314813613892,0.9915584325790405,[],154
A0113,276879,397,276879:premise:fra_Latn,neutral,premise,0.9971687197685242,0.9972341656684875,0.9971687197685242,neutral,0.990013837814331,RELIABLE_GOLD,0.8986939787864685,0.10344827586206895,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":2},""field"":""premise""}]",0.9966273903846741,0.9732416272163391,0.8382737636566162,0.9930277466773987,[],118
A0114,227619,336,227619:hypothesis:fra_Latn,contradiction,hypothesis,0.9881734251976013,0.9715660214424133,0.9715660214424133,contradiction,0.9988000392913818,RELIABLE_GOLD,0.9993534684181213,0.23270440251572322,[],[],0.9633955955505371,0.9269264936447144,0.6399165987968445,0.9887322187423706,[],129
A0115,252089,365,252089:hypothesis:fra_Latn,entailment,hypothesis,0.9963057041168213,0.9966478943824768,0.9963057041168213,entailment,0.9905802607536316,RELIABLE_GOLD,0.9895414710044861,0.05405405405405406,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""on"":1},""field"":""hypothesis""}]",0.9966610670089722,0.9716100096702576,0.8926584720611572,0.993710994720459,[],154
A0116,121762,186,121762:hypothesis:fra_Latn,contradiction,hypothesis,0.9952600598335266,0.9935477375984192,0.9935477375984192,contradiction,0.9993129968643188,RELIABLE_GOLD,0.9989398121833801,0.15294117647058825,[],"[{""group"":""space"",""original"":{""through"":1},""candidate"":{""in"":2},""field"":""hypothesis""}]",0.9963843822479248,0.9702265858650208,0.5408166646957397,0.9847077131271362,[],129
A0117,32175,46,32175:premise:fra_Latn,neutral,premise,0.9960088729858398,0.9969186782836914,0.9960088729858398,neutral,0.999428927898407,RELIABLE_GOLD,0.9993520379066467,0.18367346938775508,[],[],0.9938755631446838,0.9719468355178833,0.6380228996276855,0.9867754578590393,[],118
A0118,71150,112,71150:hypothesis:fra_Latn,entailment,hypothesis,0.9978343844413757,0.9975680708885193,0.9975680708885193,entailment,0.9959924817085266,RELIABLE_GOLD,0.9967435002326965,0.2682926829268293,[],[],0.9951819777488708,0.9527006149291992,0.6567907929420471,0.9930692911148071,[],154
A0119,62914,95,62914:premise:fra_Latn,entailment,premise,0.9955937266349792,0.9917330741882324,0.9917330741882324,entailment,0.9692608118057251,RELIABLE_GOLD,0.9800764918327332,0.040000000000000036,[],[],0.9966264963150024,0.97181636095047,1.0246235132217407,0.9938430786132812,[],133
A0120,295019,434,295019:premise:fra_Latn,entailment,premise,0.9948286414146423,0.9850594997406006,0.9850594997406006,entailment,0.9841623306274414,RELIABLE_GOLD,0.9927035570144653,0.17647058823529416,[],[],0.9955723285675049,0.9464818239212036,0.9421774744987488,0.9484682679176331,[],133
A0121,285462,416,285462:premise:fra_Latn,contradiction,premise,0.984784722328186,0.9858232736587524,0.984784722328186,contradiction,0.9990963935852051,RELIABLE_GOLD,0.9990559220314026,0.15492957746478875,[],[],0.8721159100532532,0.7256734371185303,-0.2807386517524719,0.15961822867393494,[],132
A0122,75090,121,75090:hypothesis:fra_Latn,entailment,hypothesis,0.9938901662826538,0.9873684048652649,0.9873684048652649,entailment,0.9936978220939636,RELIABLE_GOLD,0.989556610584259,0.2142857142857143,[],[],0.9934764504432678,0.9669677019119263,0.9927998781204224,0.9825259447097778,[],154
A0123,32175,46,32175:hypothesis:fra_Latn,neutral,hypothesis,0.9974700212478638,0.9971207976341248,0.9971207976341248,neutral,0.9993636012077332,RELIABLE_GOLD,0.9993520379066467,0.06060606060606055,[],[],0.9967365860939026,0.9634007811546326,0.924243152141571,0.9930084943771362,[],108
A0124,396269,592,396269:hypothesis:fra_Latn,entailment,hypothesis,0.9963726997375488,0.9947399497032166,0.9947399497032166,entailment,0.8981715440750122,RELIABLE_GOLD,0.9610706567764282,0.24137931034482762,[],[],0.9637234210968018,0.964910626411438,0.44768232107162476,0.9917305111885071,[],154
A0125,524854,773,524854:premise:fra_Latn,neutral,premise,0.9966844916343689,0.9933592677116394,0.9933592677116394,neutral,0.9914785027503967,RELIABLE_GOLD,0.9924572706222534,0.07070707070707072,[],[],0.9967940449714661,0.9709493517875671,1.0642424821853638,0.9942365288734436,[],118
A0126,233997,348,233997:premise:fra_Latn,contradiction,premise,0.9952911138534546,0.990706741809845,0.990706741809845,contradiction,0.9992126226425171,RELIABLE_GOLD,0.9994896650314331,0.17567567567567566,[],[],0.9353993535041809,0.9165105819702148,0.47327542304992676,0.9196415543556213,[],132
A0127,512778,751,512778:hypothesis:fra_Latn,contradiction,hypothesis,0.9968760013580322,0.9985954165458679,0.9968760013580322,contradiction,0.998810887336731,RELIABLE_GOLD,0.9979509711265564,0.03448275862068961,[],[],0.8976985812187195,0.967521071434021,0.9526711106300354,0.9913256764411926,[],129
A0128,417237,614,417237:hypothesis:fra_Latn,entailment,hypothesis,0.9958397150039673,0.973100483417511,0.973100483417511,entailment,0.9889853000640869,RELIABLE_GOLD,0.9663259387016296,0.28888888888888886,[],[],0.9273778200149536,0.9561144709587097,0.023467615246772766,0.9908209443092346,[],154
A0129,448093,655,448093:hypothesis:fra_Latn,entailment,hypothesis,0.9924302697181702,0.9604913592338562,0.9604913592338562,entailment,0.9665510654449463,RELIABLE_GOLD,0.996647298336029,0.1636363636363637,[],[],0.8985587954521179,0.8496934771537781,0.26669418811798096,0.8942425847053528,[],154
A0130,150697,228,150697:hypothesis:fra_Latn,contradiction,hypothesis,0.9970937967300415,0.9980021119117737,0.9970937967300415,contradiction,0.9997153878211975,RELIABLE_GOLD,0.9997050166130066,0.06451612903225812,[],[],0.9968090653419495,0.9677357077598572,0.9199715256690979,0.9927186965942383,[],129
A0131,496534,728,496534:premise:fra_Latn,neutral,premise,0.9945929646492004,0.9940981864929199,0.9940981864929199,neutral,0.9982390403747559,RELIABLE_GOLD,0.9976564645767212,0.16384180790960456,[],"[{""group"":""space"",""original"":{""in"":1,""on"":1},""candidate"":{""in"":1},""field"":""premise""}]",0.9967658519744873,0.9713397026062012,0.593621551990509,0.9938039779663086,[],118
A0132,200568,291,200568:premise:fra_Latn,entailment,premise,0.9966213703155518,0.9963326454162598,0.9963326454162598,entailment,0.9976008534431458,RELIABLE_GOLD,0.9974852800369263,0.09999999999999998,[],"[{""group"":""space"",""original"":{""in"":1},""candidate"":{},""field"":""premise""}]",0.9968392848968506,0.97234046459198,0.4071694016456604,0.987970769405365,[],133
A0133,13229,24,13229:premise:fra_Latn,contradiction,premise,0.9966766834259033,0.9976118803024292,0.9966766834259033,contradiction,0.999494194984436,RELIABLE_GOLD,0.999629020690918,0.17500000000000004,[],"[{""group"":""space"",""original"":{""front"":1,""in"":1},""candidate"":{""front"":1,""in"":2},""field"":""premise""}]",0.9898872971534729,0.9682533144950867,0.5778247117996216,0.9929554462432861,[],132
A0134,195920,287,195920:hypothesis:fra_Latn,entailment,hypothesis,0.9810636043548584,0.9825344681739807,0.9810636043548584,entailment,0.9897050261497498,RELIABLE_GOLD,0.9821902513504028,0.19999999999999996,[],"[{""group"":""quantifier"",""original"":{""all"":1},""candidate"":{},""field"":""hypothesis""}]",0.9894497990608215,0.8710569739341736,0.9334558248519897,0.993841290473938,[],154
A0135,457899,671,457899:premise:fra_Latn,entailment,premise,0.9907612204551697,0.9952066540718079,0.9907612204551697,entailment,0.9955931305885315,RELIABLE_GOLD,0.9944114089012146,0.1717171717171717,[],"[{""group"":""space"",""original"":{""in"":3,""on"":1},""candidate"":{""in"":2,""on"":1},""field"":""premise""}]",0.9967460632324219,0.9678165316581726,0.742405891418457,0.9928179979324341,[],133
A0136,38352,54,38352:hypothesis:fra_Latn,contradiction,hypothesis,0.9977225661277771,0.9978594183921814,0.9977225661277771,contradiction,0.9994039535522461,RELIABLE_GOLD,0.999405026435852,0.11764705882352944,[],[],0.9965111613273621,0.9652947187423706,0.9349338412284851,0.993471622467041,[],129
A0137,398883,596,398883:hypothesis:fra_Latn,contradiction,hypothesis,0.9975231289863586,0.9980605244636536,0.9975231289863586,contradiction,0.9954569339752197,RELIABLE_GOLD,0.9969071745872498,0.16049382716049387,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.9966260194778442,0.9693681001663208,0.6284723281860352,0.9872841835021973,[],129
A0138,5704,15,5704:hypothesis:fra_Latn,neutral,hypothesis,0.9950972199440002,0.9968830943107605,0.9950972199440002,neutral,0.9957078695297241,RELIABLE_GOLD,0.9921020865440369,0.052631578947368474,[],[],0.996644139289856,0.9701396226882935,0.9517354965209961,0.9927748441696167,[],108
A0139,400206,598,400206:premise:fra_Latn,neutral,premise,0.997399091720581,0.9205028414726257,0.9205028414726257,neutral,0.9995808005332947,RELIABLE_GOLD,0.9995505213737488,0.134020618556701,[],[],0.9892728924751282,0.9702293872833252,0.7285587191581726,0.28160181641578674,[],118
A0140,382061,577,382061:hypothesis:fra_Latn,entailment,hypothesis,0.9971809387207031,0.9966244697570801,0.9966244697570801,entailment,0.9979768395423889,RELIABLE_GOLD,0.9963991641998291,0.06930693069306926,[],[],0.9966912269592285,0.9601379632949829,0.8479462265968323,0.9934520721435547,[],154
A0141,188183,276,188183:hypothesis:fra_Latn,entailment,hypothesis,0.9980562925338745,0.9973012804985046,0.9973012804985046,entailment,0.9972701668739319,RELIABLE_GOLD,0.9974859952926636,0.15384615384615385,[],[],0.9962461590766907,0.9634122848510742,0.6182336211204529,0.9920170307159424,[],154
A0142,299336,443,299336:premise:fra_Latn,contradiction,premise,0.9930157661437988,0.9960969090461731,0.9930157661437988,contradiction,0.9987912774085999,RELIABLE_GOLD,0.9993523955345154,0.1724137931034483,[],[],0.9966768026351929,0.9652718305587769,0.7917376756668091,0.9611284732818604,[],132
A0143,142281,216,142281:hypothesis:fra_Latn,entailment,hypothesis,0.986981213092804,0.972724974155426,0.972724974155426,entailment,0.9827350974082947,RELIABLE_GOLD,0.9963710308074951,0.2093023255813954,[],[],0.9377518892288208,0.8018372654914856,0.3392724394798279,0.944801926612854,[],154
A0144,504992,737,504992:hypothesis:fra_Latn,entailment,hypothesis,0.996736466884613,0.9945530295372009,0.9945530295372009,entailment,0.9649501442909241,RELIABLE_GOLD,0.9268132448196411,0.1785714285714286,[],[],0.9964855909347534,0.9649274945259094,0.63938969373703,0.9928585290908813,[],154
A0145,21,0,21:premise:fra_Latn,neutral,premise,0.995466947555542,0.9952712655067444,0.9952712655067444,neutral,0.995555579662323,RELIABLE_GOLD,0.9951857924461365,0.0691823899371069,[],[],0.9967820644378662,0.9731533527374268,0.9375206828117371,0.9929384589195251,[],118
A0146,407270,606,407270:premise:fra_Latn,neutral,premise,0.995334804058075,0.9940133690834045,0.9940133690834045,neutral,0.9985722303390503,RELIABLE_GOLD,0.9988237023353577,0.049180327868852514,[],[],0.996787428855896,0.9709957242012024,0.8666753172874451,0.9931119680404663,[],118
A0147,491039,722,491039:hypothesis:fra_Latn,entailment,hypothesis,0.9958788156509399,0.9965906143188477,0.9958788156509399,entailment,0.9967730641365051,RELIABLE_GOLD,0.996351957321167,0.11731843575418999,[],[],0.992962658405304,0.9732316732406616,0.7537748217582703,0.9886609315872192,[],154
A0148,404415,604,404415:hypothesis:fra_Latn,entailment,hypothesis,0.9950923919677734,0.9966477751731873,0.9950923919677734,entailment,0.996364176273346,RELIABLE_GOLD,0.995964527130127,0.05882352941176472,[],[],0.9967183470726013,0.9698825478553772,0.8943988680839539,0.992161214351654,[],154
A0149,73032,116,73032:premise:fra_Latn,contradiction,premise,0.9768606424331665,0.9800644516944885,0.9768606424331665,contradiction,0.9626449942588806,RELIABLE_GOLD,0.9949851036071777,0.30516431924882625,[],"[{""group"":""space"",""original"":{""outside"":1,""on"":1},""candidate"":{""outside"":1,""in"":1,""on"":1},""field"":""premise""}]",0.8456032872200012,0.8549143671989441,0.40900057554244995,0.9284406304359436,[],132
A0150,123524,187,123524:premise:fra_Latn,contradiction,premise,0.9877675771713257,0.9954739212989807,0.9877675771713257,contradiction,0.9996335506439209,RELIABLE_GOLD,0.999640703201294,0.050000000000000044,[],[],0.9404431581497192,0.8406887054443359,0.7659081816673279,0.9754147529602051,[],132
A0151,277346,398,277346:premise:fra_Latn,entailment,premise,0.9933163523674011,0.9930658340454102,0.9930658340454102,entailment,0.9911513924598694,RELIABLE_GOLD,0.993519127368927,0.07042253521126762,[],[],0.7911200523376465,0.7944557070732117,0.8565691709518433,0.5162159204483032,[],133
A0152,117040,179,117040:premise:fra_Latn,neutral,premise,0.9941250085830688,0.9948592185974121,0.9941250085830688,neutral,0.993438184261322,RELIABLE_GOLD,0.9944433569908142,0.12844036697247707,[],[],0.996579110622406,0.9725109338760376,0.7495740652084351,0.9938272833824158,[],118
A0153,493759,724,493759:hypothesis:fra_Latn,contradiction,hypothesis,0.9903182983398438,0.9819629192352295,0.9819629192352295,contradiction,0.9994159936904907,RELIABLE_GOLD,0.999159574508667,0.1724137931034483,[],[],0.959400475025177,0.7314122915267944,0.06631732732057571,0.9538348317146301,[],129
A0154,512639,749,512639:premise:fra_Latn,neutral,premise,0.9907887578010559,0.9886735081672668,0.9886735081672668,neutral,0.9990267753601074,RELIABLE_GOLD,0.9992159605026245,0.1327433628318584,[],[],0.9190974831581116,0.9545177221298218,0.3842153549194336,0.9840505719184875,[],118
A0155,129526,195,129526:hypothesis:fra_Latn,contradiction,hypothesis,0.9971649050712585,0.9914137125015259,0.9914137125015259,contradiction,0.9991668462753296,RELIABLE_GOLD,0.9995163679122925,0.1333333333333333,[],[],0.9965831637382507,0.966593325138092,0.8370723724365234,0.974963366985321,[],129
A0156,344802,519,344802:hypothesis:fra_Latn,contradiction,hypothesis,0.9962708950042725,0.9959262609481812,0.9959262609481812,contradiction,0.9996949434280396,RELIABLE_GOLD,0.9996844530105591,0.050000000000000044,[],[],0.9967808723449707,0.9653881192207336,0.7613367438316345,0.993559718132019,[],129
A0157,384316,580,384316:premise:fra_Latn,contradiction,premise,0.9960015416145325,0.996039628982544,0.9960015416145325,contradiction,0.999504804611206,RELIABLE_GOLD,0.9994187355041504,0.10924369747899154,[],[],0.9959176182746887,0.9456369280815125,0.6491332054138184,0.9838131666183472,[],132
A0158,394965,590,394965:premise:fra_Latn,entailment,premise,0.988664984703064,0.9900268316268921,0.988664984703064,entailment,0.9949474334716797,RELIABLE_GOLD,0.9940624833106995,0.06666666666666665,[],"[{""group"":""space"",""original"":{""in"":2,""on"":3},""candidate"":{""in"":2,""on"":2},""field"":""premise""}]",0.9163679480552673,0.9695823192596436,0.8361695408821106,0.9941726326942444,[],133
A0159,287124,418,287124:hypothesis:fra_Latn,neutral,hypothesis,0.9943243265151978,0.9875295162200928,0.9875295162200928,neutral,0.9940190315246582,RELIABLE_GOLD,0.9989724159240723,0.07692307692307687,[],[],0.9914869070053101,0.9643316268920898,0.9983334541320801,0.9888779520988464,[],108
A0160,138332,209,138332:hypothesis:fra_Latn,neutral,hypothesis,0.9909890294075012,0.9942464232444763,0.9909890294075012,neutral,0.979345440864563,RELIABLE_GOLD,0.9789368510246277,0.0444444444444444,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.9960816502571106,0.969283938407898,0.922452449798584,0.9852662682533264,[],108
A0161,233423,345,233423:hypothesis:fra_Latn,neutral,hypothesis,0.9966564178466797,0.9964853525161743,0.9964853525161743,neutral,0.9988422989845276,RELIABLE_GOLD,0.9983159303665161,0.050000000000000044,[],[],0.957157552242279,0.9702687859535217,0.8900846242904663,0.993541955947876,[],108
A0162,431938,634,431938:premise:fra_Latn,contradiction,premise,0.9893336892127991,0.9972471594810486,0.9893336892127991,contradiction,0.9997230172157288,RELIABLE_GOLD,0.9997377991676331,0.25806451612903225,[],"[{""group"":""space"",""original"":{""on"":2},""candidate"":{""in"":1,""on"":2},""field"":""premise""}]",0.9951518774032593,0.9614821672439575,0.5181607604026794,0.9908547401428223,[],132
A0163,4403,10,4403:premise:fra_Latn,neutral,premise,0.9796615839004517,0.9840208888053894,0.9796615839004517,neutral,0.989096999168396,RELIABLE_GOLD,0.9945354461669922,0.2571428571428571,[],"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""premise""}]",0.8310784101486206,0.811390221118927,0.16842015087604523,0.3984338045120239,[],118
A0164,310358,458,310358:hypothesis:fra_Latn,neutral,hypothesis,0.9971675276756287,0.9959562420845032,0.9959562420845032,neutral,0.9988240599632263,RELIABLE_GOLD,0.9990717172622681,0.21739130434782605,[],[],0.9943451881408691,0.9670231938362122,0.49882590770721436,0.9937815070152283,[],108
A0165,180986,267,180986:premise:fra_Latn,contradiction,premise,0.9838962554931641,0.9901366233825684,0.9838962554931641,contradiction,0.9984151124954224,RELIABLE_GOLD,0.9983012676239014,0.09090909090909094,[],[],0.9950982928276062,0.9593899250030518,0.5932269096374512,0.9768111705780029,[],132
A0166,282246,411,282246:hypothesis:fra_Latn,neutral,hypothesis,0.9497786164283752,0.996370792388916,0.9497786164283752,neutral,0.9988555908203125,RELIABLE_GOLD,0.9989783763885498,0.35593220338983056,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.8086318969726562,0.8522782921791077,0.2482953667640686,0.9881095290184021,[],108
A0167,324702,482,324702:premise:fra_Latn,neutral,premise,0.9975188970565796,0.9979854822158813,0.9975188970565796,neutral,0.9993240833282471,RELIABLE_GOLD,0.9991064667701721,0.2789115646258503,[],"[{""group"":""space"",""original"":{""on"":2},""candidate"":{""in"":1,""on"":1},""field"":""premise""}]",0.993316113948822,0.9687997102737427,0.5108909606933594,0.9918212890625,[],118
A0168,316876,472,316876:hypothesis:fra_Latn,neutral,hypothesis,0.9977453351020813,0.9878227114677429,0.9878227114677429,neutral,0.9980809688568115,RELIABLE_GOLD,0.9991544485092163,0.2432432432432432,[],[],0.9151025414466858,0.9148551821708679,0.502856433391571,0.9913511276245117,[],108
A0169,169975,250,169975:hypothesis:fra_Latn,neutral,hypothesis,0.9964338541030884,0.9964942336082458,0.9964338541030884,neutral,0.9935280680656433,RELIABLE_GOLD,0.9970142841339111,0.1333333333333333,[],[],0.9966038465499878,0.969510018825531,0.9482362270355225,0.9935537576675415,[],108
A0170,328469,489,328469:premise:fra_Latn,entailment,premise,0.9965782761573792,0.9968786239624023,0.9965782761573792,entailment,0.9778359532356262,RELIABLE_GOLD,0.9788185358047485,0.1063829787234043,[],[],0.9879683256149292,0.9681416749954224,0.6677227020263672,0.9930867552757263,[],133
A0171,26244,37,26244:premise:fra_Latn,neutral,premise,0.9950703382492065,0.9678703546524048,0.9678703546524048,neutral,0.9476723670959473,RELIABLE_GOLD,0.9370047450065613,0.06422018348623848,[],[],0.9935663342475891,0.9450967907905579,0.9305356740951538,0.9845085144042969,[],118
A0172,447248,653,447248:premise:fra_Latn,entailment,premise,0.9977184534072876,0.9977251887321472,0.9977184534072876,entailment,0.9053764343261719,RELIABLE_GOLD,0.8958956003189087,0.14685314685314688,[],[],0.9967131614685059,0.9726492762565613,0.6971648335456848,0.9914644360542297,[],133
A0173,422758,619,422758:premise:fra_Latn,contradiction,premise,0.9971261620521545,0.9977942705154419,0.9971261620521545,contradiction,0.998997151851654,RELIABLE_GOLD,0.9988296627998352,0.12,[],[],0.9965439438819885,0.9678710699081421,0.7881423830986023,0.9920405745506287,[],132
