source_index,candidate_id,augmented_field,pivot_lang,gold_label,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,accepted,reasons,semantic_forward_entailment,semantic_backward_entailment,semantic_min,nli_predicted_label,nli_gold_probability,hard_cue_changes,soft_cue_changes,number_cues_before,number_cues_after,change_ratio,length_ratio,source_to_pivot_over_limit,source_to_pivot_truncated,pivot_to_source_over_limit,pivot_to_source_truncated,was_truncated,translation_model,translation_model_revision,verifier_model,verifier_model_revision,risk_score,human_semantic_equivalent,human_label_preserved,human_useful_augmentation,human_notes,original_nli_predicted_label,original_nli_gold_probability,original_entailment_probability,original_neutral_probability,original_contradiction_probability,candidate_nli_predicted_label,candidate_nli_gold_probability,original_matches_gold,candidate_matches_gold,nli_transition,nli_gold_probability_delta,confidence_drop,large_confidence_drop,large_confidence_increase,original_source_index
91,91:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A man with black hair is wearing a red and yellow shirt and has a yellow clown nose and face makeup on.,A man is dressed up like a clown.,A man with black hair is wearing a red and yellow shirt and has a yellow clown nose and face makeup on.,A man dressed like a clown.,A man is dressed up like a clown.,A man dressed like a clown.,True,[],0.9974568486213684,0.9918237328529358,0.9918237328529358,0,0.9921250939369202,[],[],,,0.09999999999999998,0.8181818181818182,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01605117,,,,,entailment,0.9757490158081055,0.9757490158081055,0.02211962267756462,0.0021313545294106007,entailment,0.9921250939369202,True,True,STABLE_GOLD,0.016376078128814697,False,False,False,60930
91,91:premise:fra_Latn,premise,fra_Latn,entailment,A man with black hair is wearing a red and yellow shirt and has a yellow clown nose and face makeup on.,A man is dressed up like a clown.,A man with black hair wears a red and yellow shirt and has a yellow clown nose and facial makeup.,A man is dressed up like a clown.,A man with black hair is wearing a red and yellow shirt and has a yellow clown nose and face makeup on.,A man with black hair wears a red and yellow shirt and has a yellow clown nose and facial makeup.,True,[],0.9923294186592102,0.9885653853416443,0.9885653853416443,0,0.9669445753097534,[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",,,0.06999999999999995,0.941747572815534,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.14449004,,,,,entailment,0.9757490158081055,0.9757490158081055,0.02211962267756462,0.0021313545294106007,entailment,0.9669445753097534,True,True,STABLE_GOLD,-0.00880444049835205,False,False,False,60930
92,92:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A woman and three children are picking something out of a blue trashcan.,A woman and kids are picking up trash.,A woman and three children are picking something out of a blue trashcan.,A woman and children are picking up garbage.,A woman and kids are picking up trash.,A woman and children are picking up garbage.,False,"[""label_flip""]",0.9976086616516113,0.9978014826774597,0.9976086616516113,0,0.032662466168403625,[],[],,,0.19512195121951215,1.1578947368421053,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.96972887,,,,,entailment,0.009554263204336166,0.9894681572914124,0.009554263204336166,0.0009775487706065178,entailment,0.032662466168403625,False,False,VERIFIER_GOLD_DISAGREEMENT_STABLE,0.02310820296406746,False,False,False,61057
92,92:premise:fra_Latn,premise,fra_Latn,neutral,A woman and three children are picking something out of a blue trashcan.,A woman and kids are picking up trash.,A woman and three kids pick something out of a blue garbage can.,A woman and kids are picking up trash.,A woman and three children are picking something out of a blue trashcan.,A woman and three kids pick something out of a blue garbage can.,False,"[""label_flip""]",0.9972188472747803,0.9962804913520813,0.9962804913520813,0,0.007767592556774616,[],"[{""group"":""modal"",""original"":{},""candidate"":{""can"":1},""field"":""premise""}]",,,0.17647058823529416,0.8888888888888888,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.09595192,,,,,entailment,0.009554263204336166,0.9894681572914124,0.009554263204336166,0.0009775487706065178,entailment,0.007767592556774616,False,False,VERIFIER_GOLD_DISAGREEMENT_STABLE,-0.0017866706475615501,False,False,False,61057
93,93:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A dog is standing in the snow watching the camera,The dog is experiencing cold weather.,A dog is standing in the snow watching the camera,The dog knows the cold.,The dog is experiencing cold weather.,The dog knows the cold.,False,"[""semantic_drift"",""label_flip""]",0.9400211572647095,0.6141923666000366,0.6141923666000366,1,0.3408476710319519,[],[],,,0.43333333333333335,0.6216216216216216,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.04495996,,,,,entailment,0.978808581829071,0.978808581829071,0.020419323816895485,0.0007721203728578985,neutral,0.3408476710319519,True,False,TRUE_FLIP,-0.6379609107971191,False,True,False,62478
93,93:premise:fra_Latn,premise,fra_Latn,entailment,A dog is standing in the snow watching the camera,The dog is experiencing cold weather.,A dog is standing in the snow and looking at the camera.,The dog is experiencing cold weather.,A dog is standing in the snow watching the camera,A dog is standing in the snow and looking at the camera.,True,[],0.9964737296104431,0.9941719174385071,0.9941719174385071,0,0.9828693270683289,[],[],,,0.1428571428571429,1.1428571428571428,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.02295876,,,,,entailment,0.978808581829071,0.978808581829071,0.020419323816895485,0.0007721203728578985,entailment,0.9828693270683289,True,True,STABLE_GOLD,0.0040607452392578125,False,False,False,62478
94,94:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,"A man in glasses and a dust mask makes chains under a sign reading ""laut jaya.""",A man is indoors watching TV.,"A man in glasses and a dust mask makes chains under a sign reading ""laut jaya.""",There's a man in there watching TV.,A man is indoors watching TV.,There's a man in there watching TV.,True,[],0.9972188472747803,0.9005778431892395,0.9005778431892395,2,0.997847318649292,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",,,0.3125,1.206896551724138,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.20157484,,,,,contradiction,0.998729407787323,0.00010779884905787185,0.0011627840576693416,0.998729407787323,contradiction,0.997847318649292,True,True,STABLE_GOLD,-0.0008820891380310059,False,False,False,62874
94,94:premise:fra_Latn,premise,fra_Latn,contradiction,"A man in glasses and a dust mask makes chains under a sign reading ""laut jaya.""",A man is indoors watching TV.,"A man with glasses and a dust mask makes chains under a sign that says ""laut jaya"".",A man is indoors watching TV.,"A man in glasses and a dust mask makes chains under a sign reading ""laut jaya.""","A man with glasses and a dust mask makes chains under a sign that says ""laut jaya"".",True,[],0.9890189170837402,0.9903879761695862,0.9890189170837402,2,0.9984171390533447,[],"[{""group"":""space"",""original"":{""under"":1,""in"":1},""candidate"":{""under"":1},""field"":""premise""}]",,,0.12345679012345678,1.0506329113924051,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.11256394,,,,,contradiction,0.998729407787323,0.00010779884905787185,0.0011627840576693416,0.998729407787323,contradiction,0.9984171390533447,True,True,STABLE_GOLD,-0.0003122687339782715,False,False,False,62874
95,95:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A man in a blue shirt playing the drums and singing.,A man is playing drums and singing at the same time.,A man in a blue shirt playing the drums and singing.,A man plays drums and sings at the same time.,A man is playing drums and singing at the same time.,A man plays drums and sings at the same time.,True,[],0.996404767036438,0.9939975738525391,0.9939975738525391,0,0.973518431186676,[],[],,,0.11340206185567014,0.8653846153846154,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.03248399,,,,,entailment,0.9800764918327332,0.9800764918327332,0.018157579004764557,0.001765927649103105,entailment,0.973518431186676,True,True,STABLE_GOLD,-0.006558060646057129,False,False,False,62914
95,95:premise:fra_Latn,premise,fra_Latn,entailment,A man in a blue shirt playing the drums and singing.,A man is playing drums and singing at the same time.,A man in a blue shirt playing drums and singing.,A man is playing drums and singing at the same time.,A man in a blue shirt playing the drums and singing.,A man in a blue shirt playing drums and singing.,True,[],0.9955937266349792,0.991733193397522,0.991733193397522,0,0.9692608118057251,[],[],,,0.040000000000000036,0.9230769230769231,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.03900599,,,,,entailment,0.9800764918327332,0.9800764918327332,0.018157579004764557,0.001765927649103105,entailment,0.9692608118057251,True,True,STABLE_GOLD,-0.010815680027008057,False,False,False,62914
96,96:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,This African-American man is talking on the phone.,A man is communicating,This African-American man is talking on the phone.,A man communicates,A man is communicating,A man communicates,True,[],0.9871693849563599,0.9735499620437622,0.9735499620437622,0,0.9932312965393066,[],[],,,0.19999999999999996,0.8181818181818182,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.03321874,,,,,entailment,0.996439516544342,0.996439516544342,0.0032230678480118513,0.00033735274337232113,entailment,0.9932312965393066,True,True,STABLE_GOLD,-0.0032082200050354004,False,False,False,63473
96,96:premise:fra_Latn,premise,fra_Latn,entailment,This African-American man is talking on the phone.,A man is communicating,This African-American man is on the phone.,A man is communicating,This African-American man is talking on the phone.,This African-American man is on the phone.,True,[],0.9969785213470459,0.9286741614341736,0.9286741614341736,0,0.9833282232284546,[],[],,,0.08695652173913049,0.84,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.08799762,,,,,entailment,0.996439516544342,0.996439516544342,0.0032230678480118513,0.00033735274337232113,entailment,0.9833282232284546,True,True,STABLE_GOLD,-0.013111293315887451,False,False,False,63473
97,97:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,The cylinder's pattern could be described as red chevron.,The cylinder was painted by someone.,The cylinder's pattern could be described as red chevron.,The cylinder was painted by someone.,The cylinder was painted by someone.,The cylinder was painted by someone.,False,"[""trivial_copy"",""label_flip""]",0.9967063069343567,0.9967063069343567,0.9967063069343567,1,0.0033191582188010216,[],[],,,0.0,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.99997453,,,,,neutral,0.0033191582188010216,0.0033191582188010216,0.9961122870445251,0.0005685059004463255,neutral,0.0033191582188010216,False,False,VERIFIER_GOLD_DISAGREEMENT_STABLE,0.0,False,False,False,63627
97,97:premise:fra_Latn,premise,fra_Latn,entailment,The cylinder's pattern could be described as red chevron.,The cylinder was painted by someone.,The pattern of the cylinder could be described as a red chevron.,The cylinder was painted by someone.,The cylinder's pattern could be described as red chevron.,The pattern of the cylinder could be described as a red chevron.,False,"[""label_flip""]",0.9964931607246399,0.9973310232162476,0.9964931607246399,1,0.002194513101130724,[],[],,,0.22314049586776863,1.1228070175438596,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.00131233,,,,,neutral,0.0033191582188010216,0.0033191582188010216,0.9961122870445251,0.0005685059004463255,neutral,0.002194513101130724,False,False,VERIFIER_GOLD_DISAGREEMENT_STABLE,-0.0011246451176702976,False,False,False,63627
98,98:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A child sleeps under a pink pillow.,The child is asleep,A child sleeps under a pink pillow.,The child is sleeping.,The child is asleep,The child is sleeping.,True,[],0.9966914653778076,0.9969015121459961,0.9966914653778076,0,0.9923802614212036,[],[],,,0.12195121951219512,1.1578947368421053,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01092827,,,,,entailment,0.9869613647460938,0.9869613647460938,0.010761748999357224,0.0022768815979361534,entailment,0.9923802614212036,True,True,STABLE_GOLD,0.005418896675109863,False,False,False,64203
98,98:premise:fra_Latn,premise,fra_Latn,entailment,A child sleeps under a pink pillow.,The child is asleep,A child sleeps under a pink pillow.,The child is asleep,A child sleeps under a pink pillow.,A child sleeps under a pink pillow.,False,"[""trivial_copy""]",0.9965124726295471,0.9965124726295471,0.9965124726295471,0,0.9869613647460938,[],[],,,0.0,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.01652616,,,,,entailment,0.9869613647460938,0.9869613647460938,0.010761748999357224,0.0022768815979361534,entailment,0.9869613647460938,True,True,STABLE_GOLD,0.0,False,False,False,64203
99,99:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,two men working in a bakery,Two men checking books out of a library.,two men working in a bakery,Two men checking books in a library.,Two men checking books out of a library.,Two men checking books in a library.,False,"[""semantic_drift""]",0.9828870892524719,0.014690635725855827,0.014690635725855827,2,0.9990397095680237,[],"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",,,0.10526315789473684,0.9,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.08626965,,,,,contradiction,0.9987892508506775,8.578070264775306e-05,0.0011249642120674253,0.9987892508506775,contradiction,0.9990397095680237,True,True,STABLE_GOLD,0.0002504587173461914,False,False,False,64354
99,99:premise:fra_Latn,premise,fra_Latn,contradiction,two men working in a bakery,Two men checking books out of a library.,two men working in a bakery,Two men checking books out of a library.,two men working in a bakery,two men working in a bakery,False,"[""trivial_copy""]",0.9963390827178955,0.9963390827178955,0.9963390827178955,2,0.9987892508506775,[],[],,,0.0,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00487167,,,,,contradiction,0.9987892508506775,8.578070264775306e-05,0.0011249642120674253,0.9987892508506775,contradiction,0.9987892508506775,True,True,STABLE_GOLD,0.0,False,False,False,64354
100,100:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,Four people swinging on a swing set.,The four people are siblings.,Four people swinging on a swing set.,All four are brothers and sisters.,The four people are siblings.,All four are brothers and sisters.,False,"[""semantic_drift""]",0.1324903517961502,0.9867346286773682,0.1324903517961502,1,0.9994526505470276,[],"[{""group"":""quantifier"",""original"":{},""candidate"":{""all"":1},""field"":""hypothesis""}]",,,0.5555555555555556,1.1724137931034482,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.968057,,,,,neutral,0.999464213848114,0.00025035967701114714,0.999464213848114,0.00028544943779706955,neutral,0.9994526505470276,True,True,STABLE_GOLD,-1.1563301086425781e-05,False,False,False,64378
100,100:premise:fra_Latn,premise,fra_Latn,neutral,Four people swinging on a swing set.,The four people are siblings.,Four people swinging on a swing.,The four people are siblings.,Four people swinging on a swing set.,Four people swinging on a swing.,True,[],0.9916444420814514,0.9279688000679016,0.9279688000679016,1,0.9994194507598877,[],[],,,0.05882352941176472,0.8888888888888888,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.07261175,,,,,neutral,0.999464213848114,0.00025035967701114714,0.999464213848114,0.00028544943779706955,neutral,0.9994194507598877,True,True,STABLE_GOLD,-4.476308822631836e-05,False,False,False,64378
101,101:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,Two girls look through a microscope.,Girls are looking through an instrument,Two girls look through a microscope.,Girls look through an instrument,Girls are looking through an instrument,Girls look through an instrument,True,[],0.9916322827339172,0.9783731698989868,0.9783731698989868,0,0.9881511926651001,[],[],,,0.09859154929577463,0.8205128205128205,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.03347564,,,,,entailment,0.9922377467155457,0.9922377467155457,0.006920359097421169,0.0008419562363997102,entailment,0.9881511926651001,True,True,STABLE_GOLD,-0.004086554050445557,False,False,False,64777
101,101:premise:fra_Latn,premise,fra_Latn,entailment,Two girls look through a microscope.,Girls are looking through an instrument,Two girls looking at the microscope.,Girls are looking through an instrument,Two girls look through a microscope.,Two girls looking at the microscope.,True,[],0.986503005027771,0.9808278679847717,0.9808278679847717,0,0.9924812316894531,[],"[{""group"":""space"",""original"":{""through"":1},""candidate"":{},""field"":""premise""}]",,,0.19444444444444442,1.0,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.1266909,,,,,entailment,0.9922377467155457,0.9922377467155457,0.006920359097421169,0.0008419562363997102,entailment,0.9924812316894531,True,True,STABLE_GOLD,0.0002434849739074707,False,False,False,64777
102,102:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,These are very well groomed animals.,These are animals.,These are very well groomed animals.,They're animals.,These are animals.,They're animals.,True,[],0.9922692775726318,0.9907363057136536,0.9907363057136536,0,0.9732239246368408,[],[],,,0.17647058823529416,0.8888888888888888,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.03603977,,,,,entailment,0.9888596534729004,0.9888596534729004,0.00905528012663126,0.0020851180888712406,entailment,0.9732239246368408,True,True,STABLE_GOLD,-0.01563572883605957,False,False,False,66214
102,102:premise:fra_Latn,premise,fra_Latn,entailment,These are very well groomed animals.,These are animals.,They're very well-groomed animals.,These are animals.,These are very well groomed animals.,They're very well-groomed animals.,True,[],0.9955522418022156,0.9946183562278748,0.9946183562278748,0,0.9881884455680847,[],[],,,0.11428571428571432,0.9444444444444444,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.0171932,,,,,entailment,0.9888596534729004,0.9888596534729004,0.00905528012663126,0.0020851180888712406,entailment,0.9881884455680847,True,True,STABLE_GOLD,-0.0006712079048156738,False,False,False,66214
103,103:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A boy in his pajamas getting ready to play something on his guitar.,A boy sits in his pajamas with a guitar on his lap.,A boy in his pajamas getting ready to play something on his guitar.,A boy is sitting in his pajamas with a guitar on his knee.,A boy sits in his pajamas with a guitar on his lap.,A boy is sitting in his pajamas with a guitar on his knee.,False,"[""label_flip""]",0.8896591067314148,0.9858710169792175,0.8896591067314148,1,0.019917016848921776,[],[],,,0.13761467889908252,1.1372549019607843,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.09042388,,,,,entailment,0.6718241572380066,0.6718241572380066,0.3137364387512207,0.014439395628869534,neutral,0.019917016848921776,True,False,TRUE_FLIP,-0.6519071403890848,False,True,False,66385
103,103:premise:fra_Latn,premise,fra_Latn,entailment,A boy in his pajamas getting ready to play something on his guitar.,A boy sits in his pajamas with a guitar on his lap.,A boy in his pajamas is getting ready to play guitar.,A boy sits in his pajamas with a guitar on his lap.,A boy in his pajamas getting ready to play something on his guitar.,A boy in his pajamas is getting ready to play guitar.,False,"[""label_flip""]",0.9947551488876343,0.9495289921760559,0.9495289921760559,1,0.3915673494338989,[],"[{""group"":""space"",""original"":{""on"":1,""in"":1},""candidate"":{""in"":1},""field"":""premise""}]",,,0.16666666666666663,0.7910447761194029,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.75890366,,,,,entailment,0.6718241572380066,0.6718241572380066,0.3137364387512207,0.014439395628869534,neutral,0.3915673494338989,True,False,TRUE_FLIP,-0.28025680780410767,False,True,False,66385
104,104:hypothesis:fra_Latn,hypothesis,fra_Latn,neutral,A man playing a guitar on stage while a man plays drums in the background.,"Two men play on stage, hoping to get discovered by someone in the crowd.",A man playing a guitar on stage while a man plays drums in the background.,"Two men play on stage, hoping to be discovered by someone in the crowd.","Two men play on stage, hoping to get discovered by someone in the crowd.","Two men play on stage, hoping to be discovered by someone in the crowd.",False,"[""trivial_copy""]",0.994934618473053,0.9959838390350342,0.994934618473053,1,0.9977439641952515,[],[],,,0.020979020979020935,0.9861111111111112,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00732142,,,,,neutral,0.99798583984375,0.0007622931734658778,0.99798583984375,0.0012519246665760875,neutral,0.9977439641952515,True,True,STABLE_GOLD,-0.00024187564849853516,False,False,False,66614
104,104:premise:fra_Latn,premise,fra_Latn,neutral,A man playing a guitar on stage while a man plays drums in the background.,"Two men play on stage, hoping to get discovered by someone in the crowd.",A man plays guitar on stage while a man plays drums in the background.,"Two men play on stage, hoping to get discovered by someone in the crowd.",A man playing a guitar on stage while a man plays drums in the background.,A man plays guitar on stage while a man plays drums in the background.,True,[],0.9961976408958435,0.9939934611320496,0.9939934611320496,1,0.9982454776763916,[],[],,,0.04166666666666663,0.9459459459459459,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.00776106,,,,,neutral,0.99798583984375,0.0007622931734658778,0.99798583984375,0.0012519246665760875,neutral,0.9982454776763916,True,True,STABLE_GOLD,0.00025963783264160156,False,False,False,66614
105,105:hypothesis:fra_Latn,hypothesis,fra_Latn,contradiction,A group of people clapping as they watch a band together.,A group of people are clapping as they watch a rubber band.,A group of people clapping as they watch a band together.,A group of people applaud as they watch a rubber band.,A group of people are clapping as they watch a rubber band.,A group of people applaud as they watch a rubber band.,False,"[""label_flip""]",0.9939350485801697,0.9946926236152649,0.9939350485801697,1,0.0030076620168983936,[],[],,,0.11504424778761058,0.9152542372881356,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.00305729,,,,,neutral,0.004201808478683233,0.005317308474332094,0.9904809594154358,0.004201808478683233,neutral,0.0030076620168983936,False,False,VERIFIER_GOLD_DISAGREEMENT_STABLE,-0.0011941464617848396,False,False,False,66664
105,105:premise:fra_Latn,premise,fra_Latn,contradiction,A group of people clapping as they watch a band together.,A group of people are clapping as they watch a rubber band.,A group of people applauding as they watch a group together.,A group of people are clapping as they watch a rubber band.,A group of people clapping as they watch a band together.,A group of people applauding as they watch a group together.,False,"[""semantic_drift"",""label_flip""]",0.9877995252609253,0.002436751499772072,0.002436751499772072,1,0.3831801414489746,[],[],,,0.1282051282051282,1.0526315789473684,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,1.61438311,,,,,neutral,0.004201808478683233,0.005317308474332094,0.9904809594154358,0.004201808478683233,neutral,0.3831801414489746,False,False,VERIFIER_GOLD_DISAGREEMENT_STABLE,0.3789783329702914,False,False,True,66664
106,106:hypothesis:fra_Latn,hypothesis,fra_Latn,entailment,A dog is running through the ocean.,A dog is in the ocean.,A dog is running through the ocean.,There's a dog in the ocean.,A dog is in the ocean.,There's a dog in the ocean.,True,[],0.9958823919296265,0.996013879776001,0.9958823919296265,0,0.9927678108215332,[],[],,,0.22448979591836737,1.2272727272727273,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.0113498,,,,,entailment,0.9864975810050964,0.9864975810050964,0.010289848782122135,0.003212602809071541,entailment,0.9927678108215332,True,True,STABLE_GOLD,0.006270229816436768,False,False,False,67736
106,106:premise:fra_Latn,premise,fra_Latn,entailment,A dog is running through the ocean.,A dog is in the ocean.,A dog runs across the ocean.,A dog is in the ocean.,A dog is running through the ocean.,A dog runs across the ocean.,True,[],0.9378639459609985,0.9786452054977417,0.9378639459609985,0,0.950566291809082,[],"[{""group"":""space"",""original"":{""through"":1},""candidate"":{},""field"":""premise""}]",,,0.2698412698412699,0.8,False,False,False,False,False,facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,0.21156976,,,,,entailment,0.9864975810050964,0.9864975810050964,0.010289848782122135,0.003212602809071541,entailment,0.950566291809082,True,True,STABLE_GOLD,-0.035931289196014404,False,False,False,67736
