source_index,original_source_index,candidate_id,gold_label,augmented_field,old_accepted,old_reasons,source_nli_status,original_nli_predicted_label,original_nli_gold_probability,semantic_min,candidate_nli_predicted_label,candidate_nli_gold_probability,nli_gold_probability_delta,old_hard_cue_changes,v2_accepted,v2_reasons,decision_change,normalization_category,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,semantic_forward_entailment,semantic_backward_entailment,soft_cue_changes,change_ratio
201,134613,201:hypothesis:fra_Latn,neutral,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9939762353897095,0.7037005424499512,neutral,0.9975619316101074,0.0035856962203979492,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,"A redheaded woman with a scarf in her hair, wearing a white sweater with black bows on it.",The woman is out Christmas Carolling in the winter time.,"A redheaded woman with a scarf in her hair, wearing a white sweater with black bows on it.",The woman's out singing Christmas songs in the winter.,The woman is out Christmas Carolling in the winter time.,The woman's out singing Christmas songs in the winter.,0.9958470463752747,0.7037005424499512,[],0.21818181818181814
201,134613,201:premise:fra_Latn,neutral,premise,False,"[""trivial_copy""]",RELIABLE_GOLD,neutral,0.9939762353897095,0.9886081218719482,neutral,0.9938458800315857,-0.0001303553581237793,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,"A redheaded woman with a scarf in her hair, wearing a white sweater with black bows on it.",The woman is out Christmas Carolling in the winter time.,"A red-haired woman with a scarf in her hair, wearing a white sweater with black bows on it.",The woman is out Christmas Carolling in the winter time.,"A redheaded woman with a scarf in her hair, wearing a white sweater with black bows on it.","A red-haired woman with a scarf in her hair, wearing a white sweater with black bows on it.",0.9886081218719482,0.990031361579895,[],0.027624309392265234
202,135071,202:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.996249258518219,0.9974170923233032,entailment,0.9971668124198914,0.0009175539016723633,[],True,[],KEEP_ACCEPTED,other cue,"A man wearing a belt, a tan jacket and brown shoes is walking next to a woman with a brown purse, a black outfit, and sunglasses on a sidewalk.",People are walking outdoors.,"A man wearing a belt, a tan jacket and brown shoes is walking next to a woman with a brown purse, a black outfit, and sunglasses on a sidewalk.",People are walking outside.,People are walking outdoors.,People are walking outside.,0.9983099699020386,0.9974170923233032,"[{""group"":""space"",""original"":{},""candidate"":{""outside"":1},""field"":""hypothesis""}]",0.12727272727272732
202,135071,202:premise:fra_Latn,entailment,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,entailment,0.996249258518219,0.04868989437818527,entailment,0.9954710006713867,-0.0007782578468322754,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,"A man wearing a belt, a tan jacket and brown shoes is walking next to a woman with a brown purse, a black outfit, and sunglasses on a sidewalk.",People are walking outdoors.,"A man wearing a belt, a brown jacket, and brown shoes walked beside a woman wearing a brown sackcloth, a black dress, and sunglasses on the sidewalk.",People are walking outdoors.,"A man wearing a belt, a tan jacket and brown shoes is walking next to a woman with a brown purse, a black outfit, and sunglasses on a sidewalk.","A man wearing a belt, a brown jacket, and brown shoes walked beside a woman wearing a brown sackcloth, a black dress, and sunglasses on the sidewalk.",0.04868989437818527,0.19665904343128204,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""on"":1,""beside"":1},""field"":""premise""}]",0.20547945205479456
203,135294,203:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9925383925437927,0.9925766587257385,neutral,0.9858864545822144,-0.006651937961578369,[],True,[],KEEP_ACCEPTED,other cue,A father and his son and daughter play by the waters edge.,A father is spending his saturday with his kids,A father and his son and daughter play by the waters edge.,A father spends his Saturday with his children.,A father is spending his saturday with his kids,A father spends his Saturday with his children.,0.9972733855247498,0.9925766587257385,[],0.17021276595744683
203,135294,203:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9925383925437927,0.9844921827316284,neutral,0.9939390420913696,0.0014006495475769043,[],True,[],KEEP_ACCEPTED,other cue,A father and his son and daughter play by the waters edge.,A father is spending his saturday with his kids,A father and his son and daughter are playing by the water.,A father is spending his saturday with his kids,A father and his son and daughter play by the waters edge.,A father and his son and daughter are playing by the water.,0.9951089024543762,0.9844921827316284,[],0.11111111111111116
204,136271,204:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,contradiction,0.999618649482727,0.0014761595521122217,contradiction,0.9996863603591919,6.771087646484375e-05,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,People riding motorbikes down the street.,People are rowing a boat on a river,People riding motorbikes down the street.,People are rolling a boat on a river.,People are rowing a boat on a river,People are rolling a boat on a river.,0.0015234670136123896,0.0014761595521122217,[],0.05555555555555558
204,136271,204:premise:fra_Latn,contradiction,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,contradiction,0.999618649482727,0.00023300055181607604,contradiction,0.9995806813240051,-3.796815872192383e-05,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,People riding motorbikes down the street.,People are rowing a boat on a river,People riding bicycles on the street.,People are rowing a boat on a river,People riding motorbikes down the street.,People riding bicycles on the street.,0.0010050480486825109,0.00023300055181607604,"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""premise""}]",0.15384615384615385
205,136456,205:hypothesis:fra_Latn,entailment,hypothesis,False,"[""semantic_drift"",""low_nli_confidence""]",GOLD_DISAGREEMENT,neutral,0.1827947050333023,0.0066604274325072765,entailment,0.7346289753913879,0.5518342703580856,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A painter is standing on smaller silver ladder and there is another silver ladder close by.,A man is standing on a ladder painting.,A painter is standing on smaller silver ladder and there is another silver ladder close by.,A man is standing on a ladder.,A man is standing on a ladder painting.,A man is standing on a ladder.,0.9921093583106995,0.0066604274325072765,[],0.13043478260869568
205,136456,205:premise:fra_Latn,entailment,premise,False,"[""semantic_drift"",""label_flip""]",GOLD_DISAGREEMENT,neutral,0.1827947050333023,0.6868327856063843,contradiction,0.0008762131328694522,-0.18191849190043285,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A painter is standing on smaller silver ladder and there is another silver ladder close by.,A man is standing on a ladder painting.,A painter is standing on a smaller silver scale and there's another silver scale nearby.,A man is standing on a ladder painting.,A painter is standing on smaller silver ladder and there is another silver ladder close by.,A painter is standing on a smaller silver scale and there's another silver scale nearby.,0.6868327856063843,0.7230885028839111,[],0.16201117318435754
206,137962,206:hypothesis:fra_Latn,neutral,hypothesis,False,"[""low_nli_confidence""]",GOLD_DISAGREEMENT,entailment,0.10230439156293869,0.9907346963882446,neutral,0.7797869443893433,0.6774825528264046,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,The rugby players play on a field.,A group of rugby players practices outside.,The rugby players play on a field.,A group of rugby players are out training.,A group of rugby players practices outside.,A group of rugby players are out training.,0.9977831244468689,0.9907346963882446,"[{""group"":""space"",""original"":{""outside"":1},""candidate"":{},""field"":""hypothesis""}]",0.22352941176470587
206,137962,206:premise:fra_Latn,neutral,premise,False,"[""label_flip""]",GOLD_DISAGREEMENT,entailment,0.10230439156293869,0.9872969388961792,entailment,0.16756020486354828,0.06525581330060959,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,The rugby players play on a field.,A group of rugby players practices outside.,Rugby players play on a field.,A group of rugby players practices outside.,The rugby players play on a field.,Rugby players play on a field.,0.9958729147911072,0.9872969388961792,[],0.0625
207,138010,207:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9993240833282471,0.9977993369102478,contradiction,0.9995043277740479,0.00018024444580078125,[],True,[],KEEP_ACCEPTED,other cue,A lady wearing a bonnet is sitting down with her hands on her lap.,A man is standing in a field.,A lady wearing a bonnet is sitting down with her hands on her lap.,There's a man standing in a field.,A man is standing in a field.,There's a man standing in a field.,0.9981077909469604,0.9977993369102478,[],0.17460317460317465
207,138010,207:premise:fra_Latn,contradiction,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,contradiction,0.9993240833282471,0.007403064053505659,contradiction,0.9993337988853455,9.715557098388672e-06,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A lady wearing a bonnet is sitting down with her hands on her lap.,A man is standing in a field.,A lady wearing a hat is sitting with her hands on her knee.,A man is standing in a field.,A lady wearing a bonnet is sitting down with her hands on her lap.,A lady wearing a hat is sitting with her hands on her knee.,0.007403064053505659,0.5754515528678894,[],0.15200000000000002
208,138280,208:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9822002649307251,0.9909537434577942,entailment,0.9882794618606567,0.006079196929931641,[],True,[],KEEP_ACCEPTED,other cue,Person in a red hat walking on a sidewalk on a snowy day.,The lady wore a red hat while she walked on the snowy sidewalk.,Person in a red hat walking on a sidewalk on a snowy day.,The lady was wearing a red hat as she walked down the snowy sidewalk.,The lady wore a red hat while she walked on the snowy sidewalk.,The lady was wearing a red hat as she walked down the snowy sidewalk.,0.9909537434577942,0.9979715943336487,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""hypothesis""}]",0.1515151515151515
208,138280,208:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9822002649307251,0.9891848564147949,entailment,0.9918736815452576,0.00967341661453247,[],True,[],KEEP_ACCEPTED,other cue,Person in a red hat walking on a sidewalk on a snowy day.,The lady wore a red hat while she walked on the snowy sidewalk.,A person in a red hat walks down the sidewalk on a snowy day.,The lady wore a red hat while she walked on the snowy sidewalk.,Person in a red hat walking on a sidewalk on a snowy day.,A person in a red hat walks down the sidewalk on a snowy day.,0.9891848564147949,0.997184693813324,"[{""group"":""space"",""original"":{""on"":2,""in"":1},""candidate"":{""on"":1,""in"":1},""field"":""premise""}]",0.10169491525423724
209,138332,209:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9789368510246277,0.9909890294075012,neutral,0.979345440864563,0.00040858983993530273,[],True,[],KEEP_ACCEPTED,other cue,Two young boys wearing collared shirts and baseball caps have their blue-tinted tongues stuck out.,A couple of young baseball players at a park.,Two young boys wearing collared shirts and baseball caps have their blue-tinted tongues stuck out.,A couple of young baseball players in a park.,A couple of young baseball players at a park.,A couple of young baseball players in a park.,0.9909890294075012,0.9942464232444763,"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.0444444444444444
209,138332,209:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9789368510246277,0.8197505474090576,neutral,0.9845108985900879,0.005574047565460205,[],False,"[""semantic_drift""]",NEWLY_REJECTED,other cue,Two young boys wearing collared shirts and baseball caps have their blue-tinted tongues stuck out.,A couple of young baseball players at a park.,Two young boys wearing collared shirts and baseball caps have deep blue tongues.,A couple of young baseball players at a park.,Two young boys wearing collared shirts and baseball caps have their blue-tinted tongues stuck out.,Two young boys wearing collared shirts and baseball caps have deep blue tongues.,0.8197505474090576,0.8764408230781555,[],0.1348314606741573
210,138618,210:hypothesis:fra_Latn,neutral,hypothesis,False,"[""trivial_copy"",""label_flip""]",GOLD_DISAGREEMENT,entailment,0.02366020157933235,0.9928309321403503,entailment,0.02366020157933235,0.0,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A person riding transit (catching?) a paper bag.,A person with a paper bag.,A person riding transit (catching?) a paper bag.,A person with a paper bag.,A person with a paper bag.,A person with a paper bag.,0.9928309321403503,0.9928309321403503,[],0.0
210,138618,210:premise:fra_Latn,neutral,premise,False,"[""semantic_drift"",""label_flip""]",GOLD_DISAGREEMENT,entailment,0.02366020157933235,0.041998762637376785,entailment,0.00312640774063766,-0.02053379383869469,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A person riding transit (catching?) a paper bag.,A person with a paper bag.,A person carrying (fishing?) a paper bag.,A person with a paper bag.,A person riding transit (catching?) a paper bag.,A person carrying (fishing?) a paper bag.,0.041998762637376785,0.13886603713035583,[],0.2359550561797753
211,138993,211:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,contradiction,0.9970999956130981,0.23917776346206665,contradiction,0.9967269897460938,-0.00037300586700439453,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A group of girls in leotards.,Some women in jumpsuits.,A group of girls in leotards.,Women in jumpers.,Some women in jumpsuits.,Women in jumpers.,0.9783279895782471,0.23917776346206665,"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""hypothesis""}]",0.2682926829268293
211,138993,211:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9970999956130981,0.9957876801490784,contradiction,0.9955253005027771,-0.001574695110321045,[],True,[],KEEP_ACCEPTED,other cue,A group of girls in leotards.,Some women in jumpsuits.,A bunch of girls in leotards.,Some women in jumpsuits.,A group of girls in leotards.,A bunch of girls in leotards.,0.9962683320045471,0.9957876801490784,[],0.13793103448275867
212,141282,212:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9989770650863647,0.997435986995697,neutral,0.9988810420036316,-9.60230827331543e-05,[],True,[],KEEP_ACCEPTED,other cue,"A view of large field ringed by trees, with a large group of people milling about on the field.",They are waiting for a picnic to start.,"A view of large field ringed by trees, with a large group of people milling about on the field.",They're waiting for a picnic to start.,They are waiting for a picnic to start.,They're waiting for a picnic to start.,0.997782289981842,0.997435986995697,[],0.038961038961038974
212,141282,212:premise:fra_Latn,neutral,premise,False,"[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,neutral,0.9989770650863647,0.19019946455955505,contradiction,0.001155000296421349,-0.9978220647899434,[],False,"[""semantic_drift"",""label_flip""]",KEEP_REJECTED,other cue,"A view of large field ringed by trees, with a large group of people milling about on the field.",They are waiting for a picnic to start.,You saw a large field surrounded by trees and a large crowd of people harvesting in the field.,They are waiting for a picnic to start.,"A view of large field ringed by trees, with a large group of people milling about on the field.",You saw a large field surrounded by trees and a large crowd of people harvesting in the field.,0.19019946455955505,0.9949369430541992,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""in"":1},""field"":""premise""}]",0.28042328042328046
213,141386,213:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,contradiction,0.9993948936462402,0.9977510571479797,contradiction,0.9993948936462402,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A sari-garbed woman is smiling at the camera.,The woman is yelling at the photographer.,A sari-garbed woman is smiling at the camera.,The woman is yelling at the photographer.,The woman is yelling at the photographer.,The woman is yelling at the photographer.,0.9977510571479797,0.9977510571479797,[],0.0
213,141386,213:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9993948936462402,0.9907779693603516,contradiction,0.999359667301178,-3.522634506225586e-05,[],True,[],KEEP_ACCEPTED,other cue,A sari-garbed woman is smiling at the camera.,The woman is yelling at the photographer.,A woman in sari smiles at the camera.,The woman is yelling at the photographer.,A sari-garbed woman is smiling at the camera.,A woman in sari smiles at the camera.,0.9974420070648193,0.9907779693603516,"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""premise""}]",0.2682926829268293
214,141712,214:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9942763447761536,0.9945456981658936,neutral,0.9156171679496765,-0.07865917682647705,[],True,[],KEEP_ACCEPTED,other cue,A man is asleep on the ground near two bank machines.,A man is asleep on the ground to take rest.,A man is asleep on the ground near two bank machines.,A man sleeps on the floor to rest.,A man is asleep on the ground to take rest.,A man sleeps on the floor to rest.,0.9945456981658936,0.995819091796875,[],0.24675324675324672
214,141712,214:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9942763447761536,0.9924436211585999,neutral,0.9488495588302612,-0.045426785945892334,[],True,[],KEEP_ACCEPTED,other cue,A man is asleep on the ground near two bank machines.,A man is asleep on the ground to take rest.,A man sleeps on the floor near two bank machines.,A man is asleep on the ground to take rest.,A man is asleep on the ground near two bank machines.,A man sleeps on the floor near two bank machines.,0.9949890971183777,0.9924436211585999,[],0.13725490196078427
215,141719,215:hypothesis:fra_Latn,entailment,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,entailment,0.9976316690444946,0.9977332353591919,entailment,0.9976316690444946,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,"A boy watches his classmates play in a courtyard, looking from above.",A boy watches his classmates play.,"A boy watches his classmates play in a courtyard, looking from above.",A boy watches his classmates play.,A boy watches his classmates play.,A boy watches his classmates play.,0.9977332353591919,0.9977332353591919,[],0.0
215,141719,215:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9976316690444946,0.9693567752838135,entailment,0.9977884292602539,0.00015676021575927734,[],True,[],KEEP_ACCEPTED,other cue,"A boy watches his classmates play in a courtyard, looking from above.",A boy watches his classmates play.,"A boy watches his classmates play in a courtyard, looking up.",A boy watches his classmates play.,"A boy watches his classmates play in a courtyard, looking from above.","A boy watches his classmates play in a courtyard, looking up.",0.9950024485588074,0.9693567752838135,[],0.09230769230769231
216,142281,216:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9963710308074951,0.972724974155426,entailment,0.9827350974082947,-0.01363593339920044,[],True,[],KEEP_ACCEPTED,other cue,Men wearing black and white striped shirts and red scarves carry a shrine on their shoulders.,Men are carrying a shrine on their shoulders.,Men wearing black and white striped shirts and red scarves carry a shrine on their shoulders.,Men carry a sanctuary on their shoulders.,Men are carrying a shrine on their shoulders.,Men carry a sanctuary on their shoulders.,0.986981213092804,0.972724974155426,[],0.2093023255813954
216,142281,216:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9963710308074951,0.9800553321838379,entailment,0.994147777557373,-0.0022232532501220703,[],True,[],KEEP_ACCEPTED,other cue,Men wearing black and white striped shirts and red scarves carry a shrine on their shoulders.,Men are carrying a shrine on their shoulders.,Men wearing black and white striped shirts and scarlet scarves were carrying a shrine on their shoulders.,Men are carrying a shrine on their shoulders.,Men wearing black and white striped shirts and red scarves carry a shrine on their shoulders.,Men wearing black and white striped shirts and scarlet scarves were carrying a shrine on their shoulders.,0.9800553321838379,0.9897345304489136,[],0.07070707070707072
217,143023,217:hypothesis:fra_Latn,neutral,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,neutral,0.9986427426338196,0.9969000816345215,neutral,0.9986427426338196,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,"A group of women in pink dresses, walking across a street.",A group of women are walking to a wedding they're attending.,"A group of women in pink dresses, walking across a street.",A group of women are walking to a wedding they're attending.,A group of women are walking to a wedding they're attending.,A group of women are walking to a wedding they're attending.,0.9969000816345215,0.9969000816345215,[],0.0
217,143023,217:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9986427426338196,0.9811162948608398,neutral,0.9989690780639648,0.00032633543014526367,[],True,[],KEEP_ACCEPTED,other cue,"A group of women in pink dresses, walking across a street.",A group of women are walking to a wedding they're attending.,A group of women in pink dresses crossing a street.,A group of women are walking to a wedding they're attending.,"A group of women in pink dresses, walking across a street.",A group of women in pink dresses crossing a street.,0.9921865463256836,0.9811162948608398,[],0.11926605504587151
218,143539,218:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9880231618881226,0.9965233206748962,entailment,0.9739134907722473,-0.014109671115875244,[],True,[],KEEP_ACCEPTED,other cue,A baby with its eyes closed is holding a wooden toy and biting it.,The child is chewing its toys.,A baby with its eyes closed is holding a wooden toy and biting it.,The kid chews his toys.,The child is chewing its toys.,The kid chews his toys.,0.9965233206748962,0.9970871806144714,[],0.28301886792452835
218,143539,218:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9880231618881226,0.9894422292709351,entailment,0.9811026453971863,-0.006920516490936279,[],True,[],KEEP_ACCEPTED,other cue,A baby with its eyes closed is holding a wooden toy and biting it.,The child is chewing its toys.,A baby with his eyes closed holds a wooden toy and bites it.,The child is chewing its toys.,A baby with its eyes closed is holding a wooden toy and biting it.,A baby with his eyes closed holds a wooden toy and bites it.,0.9894422292709351,0.9943835735321045,[],0.11111111111111116
219,145395,219:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9980498552322388,0.997424840927124,neutral,0.9983635544776917,0.00031369924545288086,[],True,[],KEEP_ACCEPTED,other cue,Old woman with lots of ornate clothing and jewelry.,A grandmother is have a garage sale getting rid of her Clothing and jewelry since she has too many,Old woman with lots of ornate clothing and jewelry.,A grandmother has a garage sale to get rid of her clothes and jewelry because she has too many,A grandmother is have a garage sale getting rid of her Clothing and jewelry since she has too many,A grandmother has a garage sale to get rid of her clothes and jewelry because she has too many,0.997424840927124,0.9979169964790344,[],0.13541666666666663
219,145395,219:premise:fra_Latn,neutral,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9980498552322388,0.005414270330220461,neutral,0.9967358708381653,-0.0013139843940734863,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,Old woman with lots of ornate clothing and jewelry.,A grandmother is have a garage sale getting rid of her Clothing and jewelry since she has too many,An old woman with lots of clothes and jewelry.,A grandmother is have a garage sale getting rid of her Clothing and jewelry since she has too many,Old woman with lots of ornate clothing and jewelry.,An old woman with lots of clothes and jewelry.,0.9900951385498047,0.005414270330220461,[],0.15463917525773196
220,145658,220:hypothesis:fra_Latn,entailment,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,entailment,0.9890698194503784,0.9967646598815918,entailment,0.9890698194503784,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A group of school children looking at a group on men wearing white shirts,A group of kids are together.,A group of school children looking at a group on men wearing white shirts,A group of kids are together.,A group of kids are together.,A group of kids are together.,0.9967646598815918,0.9967646598815918,[],0.0
220,145658,220:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9890698194503784,0.99553382396698,entailment,0.9921565055847168,0.003086686134338379,[],True,[],KEEP_ACCEPTED,other cue,A group of school children looking at a group on men wearing white shirts,A group of kids are together.,A group of schoolchildren watching a group of men in white shirts,A group of kids are together.,A group of school children looking at a group on men wearing white shirts,A group of schoolchildren watching a group of men in white shirts,0.9969180822372437,0.99553382396698,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""in"":1},""field"":""premise""}]",0.14492753623188404
221,146160,221:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.8836509585380554,0.9960556030273438,neutral,0.8181596994400024,-0.06549125909805298,[],True,[],KEEP_ACCEPTED,other cue,Several people walk by a rickshaw containing a sleeping cat.,People walking as a group in a tour,Several people walk by a rickshaw containing a sleeping cat.,People walk in groups on tour.,People walking as a group in a tour,People walk in groups on tour.,0.9960556030273438,0.9968529343605042,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""on"":1,""in"":1},""field"":""hypothesis""}]",0.19999999999999996
221,146160,221:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.8836509585380554,0.9876289367675781,neutral,0.9498322606086731,0.06618130207061768,[],True,[],KEEP_ACCEPTED,other cue,Several people walk by a rickshaw containing a sleeping cat.,People walking as a group in a tour,Several people pass by a rickshaw that contains a sleeping cat.,People walking as a group in a tour,Several people walk by a rickshaw containing a sleeping cat.,Several people pass by a rickshaw that contains a sleeping cat.,0.9921312928199768,0.9876289367675781,[],0.12195121951219512
222,146990,222:hypothesis:fra_Latn,entailment,hypothesis,False,"[""semantic_drift""]",GOLD_LOW_CONFIDENCE,entailment,0.4105112552642822,0.052877213805913925,entailment,0.9955183267593384,0.5850070714950562,[],False,"[""source_nli_low_confidence""]",KEEP_REJECTED,other cue,"A cyclist in a red, yellow and black uniform, including a helmet is performing a trick on his bike.",A cyclist is preforming a bike trick.,"A cyclist in a red, yellow and black uniform, including a helmet is performing a trick on his bike.",A cyclist does a bike thing.,A cyclist is preforming a bike trick.,A cyclist does a bike thing.,0.9910424947738647,0.052877213805913925,[],0.32307692307692304
222,146990,222:premise:fra_Latn,entailment,premise,False,"[""semantic_drift"",""label_flip""]",GOLD_LOW_CONFIDENCE,entailment,0.4105112552642822,0.06424711644649506,neutral,0.0037201540544629097,-0.4067911012098193,[],False,"[""source_nli_low_confidence""]",KEEP_REJECTED,other cue,"A cyclist in a red, yellow and black uniform, including a helmet is performing a trick on his bike.",A cyclist is preforming a bike trick.,"A cyclist in a red, yellow and black uniform, including a helmet, does something on his bike.",A cyclist is preforming a bike trick.,"A cyclist in a red, yellow and black uniform, including a helmet is performing a trick on his bike.","A cyclist in a red, yellow and black uniform, including a helmet, does something on his bike.",0.9960311055183411,0.06424711644649506,[],0.125
223,147325,223:hypothesis:fra_Latn,neutral,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9981417655944824,0.0012342238333076239,neutral,0.9981365203857422,-5.245208740234375e-06,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,Three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball.,Three girls are on their way to the park to shoot some hoops.,Three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball.,Three girls are on their way to the park to shoot.,Three girls are on their way to the park to shoot some hoops.,Three girls are on their way to the park to shoot.,0.9959398508071899,0.0012342238333076239,"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""hypothesis""}]",0.09909909909909909
223,147325,223:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9981417655944824,0.8816350698471069,neutral,0.9975960850715637,-0.0005456805229187012,[],False,"[""semantic_drift""]",NEWLY_REJECTED,other cue,Three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball.,Three girls are on their way to the park to shoot some hoops.,Three girls are walking along the sidewalk and the one in the middle is jumping a basketball.,Three girls are on their way to the park to shoot some hoops.,Three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball.,Three girls are walking along the sidewalk and the one in the middle is jumping a basketball.,0.9008991718292236,0.8816350698471069,[],0.08163265306122447
224,148216,224:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9962587356567383,0.9931718111038208,entailment,0.9941213726997375,-0.0021373629570007324,[],True,[],KEEP_ACCEPTED,other cue,Man trying to guide a kit in the desert.,A man is trying to guide a kit in the desert,Man trying to guide a kit in the desert.,A man tries to guide a kit through the desert,A man is trying to guide a kit in the desert,A man tries to guide a kit through the desert,0.9931718111038208,0.9951770305633545,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""through"":1},""field"":""hypothesis""}]",0.1910112359550562
224,148216,224:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9962587356567383,0.9940933585166931,entailment,0.9946413040161133,-0.001617431640625,[],True,[],KEEP_ACCEPTED,other cue,Man trying to guide a kit in the desert.,A man is trying to guide a kit in the desert,A man trying to guide a kit through the desert.,A man is trying to guide a kit in the desert,Man trying to guide a kit in the desert.,A man trying to guide a kit through the desert.,0.9940933585166931,0.9955164790153503,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""through"":1},""field"":""premise""}]",0.12643678160919536
